ten_mat_hang,thi_truong,ngay,gia,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,lat,lon,coord_source
Cà phê Robusta nhân xô,Gia Lai,2021-03-01,32800.0,24.8,19.7,31.3,0.8,0.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-02,32600.0,24.3,19.5,30.4,0.2,0.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-03,32600.0,23.3,19.4,29.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-04,32500.0,24.0,18.6,31.4,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-05,32400.0,24.3,17.5,32.3,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-08,32800.0,23.5,18.7,29.9,0.3,0.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-09,32600.0,23.1,18.1,30.0,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-10,32600.0,23.0,17.2,30.2,0.1,0.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-11,32500.0,23.0,17.2,29.8,0.5,0.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-12,32400.0,23.6,18.5,30.4,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-15,32300.0,23.4,16.2,32.0,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-16,32000.0,24.2,18.0,32.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-17,32600.0,24.2,16.2,33.0,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-18,32700.0,25.1,18.6,33.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-19,32800.0,25.8,19.6,34.6,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-22,32500.0,24.0,20.0,29.5,0.1,0.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-23,32400.0,23.5,19.7,28.7,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-24,32700.0,23.6,18.8,30.6,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-25,32800.0,24.2,18.6,31.3,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-26,32200.0,24.6,19.3,31.9,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-29,32400.0,27.7,19.9,35.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-30,32600.0,28.0,20.8,34.8,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-03-31,32300.0,27.8,21.7,33.0,0.9,0.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-01,32100.0,27.9,23.2,33.2,1.4,1.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-02,32100.0,26.8,23.0,33.2,4.7,4.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-05,32500.0,24.7,18.1,32.0,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-06,32200.0,25.1,20.2,31.9,0.2,0.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-07,32100.0,25.0,18.5,32.4,0.1,0.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-08,32000.0,24.4,20.0,31.5,3.0,3.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-09,31900.0,25.2,18.7,32.8,0.1,0.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-12,32000.0,25.2,19.7,32.3,0.5,0.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-13,32000.0,26.2,20.2,33.2,0.5,0.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-14,32100.0,26.2,21.3,32.5,0.4,0.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-15,32000.0,27.0,20.5,34.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-16,32400.0,26.9,20.6,34.3,0.2,0.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-19,32500.0,24.7,20.2,30.4,7.3,7.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-20,32600.0,24.1,21.3,28.2,7.9,7.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-21,32900.0,23.6,20.8,29.7,28.6,28.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-22,32800.0,23.5,21.4,28.3,30.5,30.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-23,32800.0,23.8,21.0,29.1,9.1,9.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-26,32900.0,25.2,21.2,30.3,1.0,1.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-27,33200.0,24.5,20.5,29.2,0.8,0.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-28,33400.0,24.5,20.8,29.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-29,33400.0,24.1,19.6,29.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-04-30,33100.0,24.1,19.6,28.6,2.4,2.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-03,33200.0,25.6,20.9,32.0,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-04,33100.0,25.7,19.5,32.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-05,33400.0,26.0,21.0,31.6,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-06,34100.0,25.6,21.4,30.6,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-07,34200.0,25.7,20.9,31.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-10,33900.0,26.7,21.6,31.8,1.6,1.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-11,33500.0,26.5,22.6,31.4,6.4,6.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-12,33800.0,26.4,23.0,31.4,2.5,2.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-13,33400.0,27.0,22.2,32.8,1.5,1.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-14,33100.0,26.3,22.1,33.0,4.0,4.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-17,32300.0,26.5,22.1,32.3,2.7,2.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-18,32300.0,26.7,21.4,33.9,3.1,3.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-19,33000.0,26.0,22.0,31.5,7.4,7.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-20,32600.0,26.4,22.0,31.2,1.2,1.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-21,32600.0,25.8,22.9,30.6,8.5,8.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-24,32700.0,23.5,21.9,25.4,30.3,30.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-25,32800.0,23.9,21.8,28.1,8.2,8.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-26,32900.0,23.5,21.1,27.8,10.0,10.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-27,33400.0,24.6,22.0,28.8,3.8,3.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-28,33700.0,25.6,22.1,29.5,0.6,0.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-05-31,34300.0,25.9,23.4,29.5,1.0,1.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-01,34400.0,26.3,22.9,30.5,1.6,1.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-02,34600.0,26.2,23.6,29.6,1.1,1.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-03,34400.0,25.8,24.0,28.9,2.0,2.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-04,34700.0,26.0,23.4,30.1,3.0,3.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-07,34700.0,23.7,22.0,26.9,11.6,11.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-08,34700.0,23.2,21.8,26.6,13.5,13.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-09,34300.0,23.1,21.6,26.3,11.2,11.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-10,34100.0,22.7,21.1,25.8,19.6,19.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-11,34100.0,23.3,21.6,26.0,4.8,4.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-14,34200.0,24.0,21.2,27.9,8.0,8.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-15,33900.0,23.9,21.8,27.6,2.9,2.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-16,34000.0,24.1,22.2,27.5,4.6,4.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-17,34500.0,24.6,22.0,28.0,6.7,6.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-18,34000.0,25.2,22.1,28.8,0.3,0.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-21,34500.0,24.7,22.9,28.0,4.1,4.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-22,34600.0,24.7,22.5,28.0,4.6,4.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-23,34300.0,24.6,22.4,28.6,6.2,6.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-24,34700.0,24.9,22.4,28.5,2.2,2.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-25,35100.0,24.7,22.2,27.8,3.7,3.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-28,35600.0,25.2,23.0,28.5,1.2,1.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-29,36100.0,25.6,22.2,29.1,1.2,1.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-06-30,35400.0,25.1,23.0,28.3,3.6,3.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2021-07-01,36000.0,25.5,22.2,29.2,4.1,4.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-12,64533.0,24.0,22.0,28.0,8.6,8.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-13,64133.0,23.3,21.9,25.7,9.3,9.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-14,64467.0,24.4,22.4,27.8,5.2,5.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-15,64567.0,25.0,22.5,28.9,0.7,0.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-16,66367.0,24.8,22.2,29.2,5.1,5.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-19,66133.0,25.0,21.6,29.4,3.0,3.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-20,66633.0,25.3,22.2,29.7,8.1,8.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-21,66233.0,25.1,22.1,29.3,4.3,4.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-22,65633.0,25.0,21.9,29.1,3.1,3.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-23,65933.0,25.1,21.8,30.9,8.4,8.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-26,65633.0,24.4,21.0,28.9,5.0,5.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-27,66033.0,24.4,20.8,29.8,17.6,17.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-28,66333.0,24.9,20.6,30.4,9.1,9.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-29,65633.0,24.5,20.9,28.3,13.2,13.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-06-30,65133.0,24.4,22.3,28.2,11.6,11.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-03,64333.0,25.2,22.0,29.5,0.0,0.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-04,64933.0,24.7,21.8,28.8,4.0,4.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-05,64833.0,24.8,20.9,30.4,13.3,13.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-06,64633.0,25.0,20.9,30.2,3.0,3.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-07,64533.0,24.8,21.0,29.5,4.0,4.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-10,66333.0,25.4,21.2,30.2,0.6,0.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-11,65733.0,25.5,21.8,30.6,3.8,3.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-12,65633.0,24.8,21.4,29.4,10.3,10.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-13,65033.0,24.6,21.6,30.3,21.1,21.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-14,64833.0,25.0,21.8,28.4,6.4,6.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-17,65133.0,22.8,21.0,26.4,6.4,6.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-18,65333.0,23.5,21.3,28.0,13.9,13.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-19,65133.0,24.4,21.9,28.1,7.5,7.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-20,66433.0,24.3,21.9,28.6,18.0,18.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-21,65233.0,24.2,21.0,29.1,8.2,8.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-24,66433.0,23.2,21.3,26.7,23.8,23.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-25,67233.0,23.5,21.2,27.1,21.2,21.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-26,66733.0,23.6,21.4,27.4,24.1,24.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-27,67033.0,24.0,22.0,28.5,3.4,3.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-28,67433.0,23.9,21.4,27.9,5.9,5.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-07-31,67433.0,23.0,21.4,24.9,8.2,8.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-01,66733.0,23.2,21.6,26.2,1.7,1.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-02,67333.0,22.5,21.4,25.1,16.1,16.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-03,66933.0,23.3,21.5,27.0,5.1,5.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-04,66333.0,23.6,21.2,27.1,7.5,7.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-07,66333.0,24.6,21.6,28.3,2.6,2.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-08,67333.0,24.8,22.0,28.6,2.3,2.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-09,67333.0,25.2,22.3,29.1,0.6,0.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-10,67133.0,25.8,22.4,29.6,0.5,0.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-11,66933.0,25.3,23.0,28.8,2.9,2.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-14,66633.0,24.9,22.4,28.9,2.2,2.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-15,65133.0,24.4,22.0,29.2,7.3,7.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-16,65133.0,24.8,21.8,29.3,10.0,10.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-17,64033.0,24.4,21.4,29.3,13.1,13.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-18,64233.0,24.3,21.1,29.3,3.4,3.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-21,63633.0,24.4,22.0,28.4,4.0,4.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-22,63733.0,24.5,21.4,28.5,3.7,3.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-23,64133.0,24.5,21.2,29.0,3.6,3.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-24,64433.0,24.5,21.2,28.5,2.6,2.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-25,64533.0,25.3,21.4,29.5,0.8,0.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-28,65033.0,24.6,22.0,28.7,0.4,0.4,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-29,65233.0,23.9,21.5,27.0,7.8,7.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-30,65333.0,23.9,21.8,27.0,6.3,6.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-08-31,66133.0,23.3,21.9,26.2,8.1,8.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-01,66133.0,23.4,21.9,26.3,17.3,17.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-04,65933.0,24.2,21.8,28.8,23.3,23.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-05,66033.0,24.0,21.8,28.6,30.9,30.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-06,65533.0,24.4,22.3,27.7,7.0,7.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-07,65633.0,24.6,22.0,29.0,11.2,11.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-08,64833.0,24.4,21.6,28.1,3.5,3.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-11,64833.0,23.5,21.8,26.8,4.5,4.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-12,64833.0,23.7,21.9,27.0,3.6,3.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-13,65433.0,22.7,21.2,24.8,12.2,12.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-14,65933.0,23.4,21.4,26.8,2.1,2.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-15,66333.0,23.3,21.3,26.8,4.9,4.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-18,67533.0,24.2,20.9,28.9,7.0,7.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-19,67833.0,23.8,20.6,29.3,19.8,19.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-20,67633.0,24.8,20.5,29.6,0.3,0.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-21,67133.0,24.0,20.4,29.4,7.0,7.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-22,67133.0,24.3,20.7,29.1,1.1,1.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-25,66333.0,21.7,20.5,22.9,26.7,26.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-26,66033.0,23.2,20.9,27.2,6.3,6.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-27,66333.0,23.8,21.1,28.0,11.5,11.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-28,66333.0,23.6,21.2,26.8,3.8,3.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-09-29,66400.0,23.8,20.8,28.5,13.2,13.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-02,66333.0,23.5,20.9,28.3,14.6,14.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-03,66333.0,23.2,20.5,27.9,20.3,20.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-04,65133.0,23.8,21.2,28.9,11.3,11.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-05,65133.0,23.8,20.8,28.6,12.5,12.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-06,64333.0,23.9,21.9,27.4,7.9,7.9,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-09,64033.0,23.1,21.2,26.5,21.6,21.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-10,64033.0,23.4,20.2,28.4,5.8,5.8,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-11,63733.0,23.7,20.1,28.4,9.6,9.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-12,63733.0,23.5,20.4,28.7,9.0,9.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-13,63233.0,22.9,20.1,27.6,23.1,23.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-16,63533.0,22.7,20.5,25.1,21.2,21.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-17,63733.0,22.2,21.3,23.9,32.2,32.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-18,63933.0,23.6,21.3,27.7,3.3,3.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-19,56933.0,23.6,20.8,28.0,15.3,15.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-20,57933.0,23.8,20.4,29.1,1.1,1.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-23,59567.0,22.6,19.5,28.0,26.3,26.3,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-24,60966.5,22.9,19.8,27.5,5.7,5.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-25,60766.5,22.8,19.8,27.0,2.1,2.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-26,60066.5,23.4,19.9,28.1,2.1,2.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-27,59666.5,23.9,19.5,28.2,1.2,1.2,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-30,59433.0,23.5,21.0,27.0,3.7,3.7,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-10-31,58533.0,23.7,21.4,27.2,2.0,2.0,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-11-01,59533.0,24.0,21.2,28.0,1.6,1.6,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-11-02,57633.0,23.2,20.3,27.0,7.5,7.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-11-03,57733.0,23.7,19.9,28.9,1.5,1.5,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-11-06,57933.0,23.7,19.4,29.0,0.1,0.1,13.8079,108.1094,manual_fallback
Cà phê Robusta nhân xô,Gia Lai,2023-11-07,58333.0,23.3,21.0,28.1,9.9,9.9,13.8079,108.1094,manual_fallback
