ten_mat_hang,thi_truong,ngay,gia,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,lat,lon,coord_source
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-03,33367.0,21.6,19.0,26.5,7.3,7.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-04,33267.0,21.3,18.6,25.1,7.6,7.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-07,33367.0,21.4,19.1,26.1,13.5,13.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-08,33167.0,21.5,18.6,24.6,1.3,1.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-09,32867.0,20.9,17.1,25.5,3.0,3.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-10,32767.0,21.2,17.8,26.0,2.8,2.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-11,32967.0,21.0,17.0,25.9,6.7,6.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-14,33267.0,20.3,17.4,24.8,12.3,12.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-15,32467.0,20.3,16.8,25.2,9.3,9.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-16,32467.0,21.0,19.2,24.0,1.0,1.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-17,32467.0,20.0,19.3,21.5,11.1,11.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-18,32367.0,20.3,19.5,22.8,37.2,37.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-21,31867.0,21.3,18.5,25.0,4.6,4.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-22,31667.0,20.7,17.8,25.5,3.9,3.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-23,31567.0,20.9,18.5,25.5,11.3,11.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-24,31667.0,21.0,17.3,25.4,4.9,4.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-25,31667.0,20.6,18.9,24.3,2.1,2.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-28,31867.0,20.3,18.7,23.6,13.7,13.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-29,31267.0,20.4,18.5,23.8,4.4,4.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-09-30,31067.0,20.8,18.5,24.9,8.6,8.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-01,31067.0,20.6,17.9,24.7,20.5,20.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-02,30967.0,20.2,17.7,24.0,2.8,2.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-05,31467.0,19.9,18.7,22.5,10.7,10.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-06,31367.0,20.0,17.8,23.6,32.3,32.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-07,31267.0,20.4,19.1,23.2,21.1,21.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-08,31067.0,20.5,18.8,24.0,7.1,7.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-09,31167.0,19.8,18.6,22.2,25.4,25.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-12,31267.0,20.9,18.9,24.8,2.9,2.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-13,30767.0,20.4,18.5,23.9,6.5,6.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-14,30667.0,19.9,17.5,24.0,31.0,31.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-15,31167.0,19.9,18.5,21.4,59.3,59.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-16,31367.0,19.6,18.7,21.0,37.3,37.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-19,31467.0,20.3,18.0,24.0,6.1,6.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-20,31567.0,20.6,18.1,25.2,20.6,20.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-21,31267.0,19.9,17.8,23.2,9.2,9.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-22,31067.0,20.9,16.8,25.9,0.4,0.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-23,31667.0,20.2,17.2,23.4,5.9,5.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-26,31567.0,20.1,17.2,24.4,10.8,10.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-27,31767.0,19.8,17.7,23.1,1.6,1.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-28,32367.0,18.9,16.9,20.0,2.6,2.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-29,32367.0,19.6,16.1,24.0,12.8,12.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-10-30,32467.0,20.2,17.4,23.8,4.1,4.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-02,32467.0,19.8,15.0,25.0,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-03,32367.0,19.8,15.5,25.6,1.2,1.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-04,32167.0,19.8,14.1,23.8,0.9,0.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-05,32067.0,19.8,15.6,25.3,2.6,2.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-06,32567.0,19.9,17.2,23.3,7.1,7.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-09,32767.0,19.0,16.4,22.9,3.1,3.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-10,32767.0,18.1,16.4,21.0,20.6,20.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-11,32967.0,19.4,17.0,22.7,2.1,2.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-12,33267.0,20.1,16.2,24.5,5.5,5.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-13,33467.0,19.9,15.9,25.9,0.9,0.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-16,33367.0,20.1,15.9,25.4,0.3,0.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-17,33867.0,20.4,16.0,25.4,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-18,33267.0,21.2,17.6,25.5,1.4,1.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-19,32867.0,20.9,17.5,26.0,0.2,0.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-20,32567.0,20.3,17.6,24.6,3.6,3.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-23,32467.0,20.2,15.2,25.0,0.7,0.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-24,32267.0,19.2,14.5,24.5,0.9,0.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-25,31767.0,19.8,15.7,24.6,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-26,31967.0,19.9,16.4,24.5,0.4,0.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-27,32667.0,19.6,14.1,24.8,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-11-30,32667.0,19.0,17.5,20.9,19.4,19.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-01,32467.0,19.1,17.2,21.5,1.0,1.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-02,32267.0,19.4,16.4,23.7,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-03,31467.0,18.0,14.2,23.9,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-04,31567.0,17.6,12.3,23.9,0.3,0.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-07,31367.0,18.4,16.2,20.0,16.7,16.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-08,31267.0,18.2,16.0,21.2,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-09,31167.0,19.2,16.0,23.5,9.9,9.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-10,32367.0,20.4,16.7,24.0,3.5,3.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-11,32467.0,20.5,18.5,24.6,3.1,3.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-14,32467.0,20.2,17.1,24.7,4.8,4.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-15,32467.0,19.5,15.6,24.0,5.5,5.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-16,32567.0,19.8,14.4,24.8,1.2,1.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-17,32667.0,20.0,17.5,23.8,1.1,1.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-18,32567.0,19.7,15.4,24.1,1.1,1.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-21,32367.0,17.6,15.2,21.7,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-22,32367.0,18.5,15.7,21.9,2.9,2.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-23,32367.0,19.7,17.0,22.8,7.0,7.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-24,32367.0,19.9,18.2,22.8,3.1,3.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-25,32467.0,19.7,17.3,23.6,4.0,4.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-28,32467.0,20.2,16.6,25.5,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-29,32467.0,20.0,17.0,25.0,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-30,32467.0,18.7,14.6,23.4,4.0,4.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2020-12-31,32367.0,16.7,14.2,21.5,2.0,2.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-01,31542.0,16.2,13.4,21.1,1.3,1.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-04,32467.0,18.7,15.1,22.2,4.7,4.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-05,32167.0,19.7,16.9,23.5,0.7,0.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-06,32067.0,19.1,15.5,23.6,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-07,31867.0,18.8,14.4,24.6,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-08,31567.0,18.4,13.2,24.4,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-11,31267.0,17.2,11.6,23.8,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-12,31167.0,16.5,11.6,22.7,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-13,30967.0,17.0,12.1,23.2,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-14,31567.0,18.1,13.6,24.3,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-15,31467.0,18.7,14.9,25.0,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-18,31767.0,16.8,11.8,23.5,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-19,31367.0,17.4,13.2,22.6,0.7,0.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-20,31467.0,19.3,14.7,25.4,0.2,0.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-21,31367.0,18.7,15.0,23.0,4.1,4.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-22,31067.0,19.2,17.5,22.0,15.8,15.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-25,31367.0,20.2,16.5,25.6,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-26,31367.0,20.1,15.8,24.6,0.8,0.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-27,31567.0,19.6,14.6,24.5,1.7,1.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-28,31567.0,19.9,14.4,26.0,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-01-29,31367.0,18.1,12.9,24.8,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-01,31177.5,19.7,15.8,25.2,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-02,31267.0,19.2,14.6,25.3,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-03,30767.0,19.0,13.1,25.5,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-04,30967.0,19.0,13.3,25.8,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-05,31067.0,19.1,13.9,26.0,1.0,1.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-08,31067.0,20.0,15.5,25.6,1.1,1.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-09,31267.0,20.3,16.0,25.5,0.8,0.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-10,31367.0,19.4,15.5,23.2,8.0,8.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-11,31167.0,19.4,16.4,23.4,2.2,2.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-12,31300.0,18.9,13.6,24.1,0.8,0.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-16,31033.0,18.8,15.0,25.9,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-17,31067.0,18.9,13.8,24.8,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-18,31267.0,17.0,10.8,23.8,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-19,31367.0,17.7,12.8,24.0,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-22,31267.0,19.2,14.8,26.7,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-23,31967.0,20.5,15.1,27.1,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-24,32367.0,20.7,15.4,27.8,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-25,32367.0,20.3,14.6,28.0,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-02-26,32467.0,20.6,15.9,28.0,0.4,0.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-01,32254.75,20.2,15.9,25.7,3.6,3.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-02,32316.67,21.1,17.1,27.6,4.4,4.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-03,32216.67,20.3,15.2,27.0,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-04,32116.67,21.1,14.8,27.6,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-05,32016.67,20.2,14.3,27.6,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-08,32183.33,20.3,14.1,27.3,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-09,31983.33,20.3,14.1,27.2,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-10,32133.33,20.9,15.9,26.8,0.3,0.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-11,32083.33,20.7,15.9,26.1,2.0,2.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-12,32050.0,20.6,14.6,27.7,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-15,31766.67,21.5,16.5,29.0,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-16,31466.67,21.4,16.4,28.4,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-17,31900.0,21.1,17.2,29.0,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-18,32066.67,21.6,16.1,29.4,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-19,31966.67,22.4,17.2,29.6,0.6,0.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-22,31755.67,21.5,15.2,28.5,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-23,31755.67,22.4,18.0,28.6,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-24,31855.67,21.3,17.8,27.4,11.8,11.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-25,31855.67,21.8,17.0,28.4,0.2,0.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-26,31522.33,22.1,16.0,29.0,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-29,31622.33,21.9,15.8,29.7,0.1,0.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-30,31655.67,22.0,16.8,29.2,0.8,0.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-03-31,31489.0,22.3,17.1,29.0,0.6,0.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-01,31530.0,22.3,19.2,27.2,5.8,5.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-02,31289.0,21.6,18.5,27.5,7.1,7.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-05,31589.0,21.6,14.8,28.5,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-06,31389.0,21.5,16.5,27.1,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-07,31422.33,22.2,17.3,28.4,0.2,0.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-08,31322.33,21.1,17.8,26.0,4.5,4.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-09,31322.33,21.0,17.8,26.0,2.1,2.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-12,31422.33,20.5,17.5,25.8,15.6,15.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-13,31455.67,21.1,17.2,26.5,2.8,2.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-14,31455.67,21.4,17.6,27.1,0.3,0.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-15,31522.33,21.3,17.0,27.6,0.2,0.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-16,31822.33,21.3,17.4,26.6,0.4,0.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-19,31822.33,20.2,17.0,24.6,13.1,13.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-20,31922.33,21.0,17.6,25.8,4.2,4.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-21,32155.67,20.6,17.3,25.1,5.7,5.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-22,32122.33,20.1,18.0,23.9,7.9,7.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-23,32122.33,20.5,18.1,24.5,20.1,20.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-26,32222.33,21.0,17.8,26.0,2.9,2.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-27,32522.33,20.7,17.9,25.2,3.4,3.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-28,32722.33,20.8,16.9,26.2,0.5,0.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-29,32722.33,20.9,17.4,26.4,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-04-30,32355.67,20.9,17.5,25.2,3.9,3.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-01,32437.0,20.5,17.0,24.5,7.3,7.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-03,32444.33,21.3,17.2,27.4,0.0,0.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-04,32355.67,22.5,17.7,27.7,0.4,0.4,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-05,32722.33,22.1,18.2,26.6,2.7,2.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-06,33422.33,21.8,18.3,26.5,0.5,0.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-07,33422.33,21.9,18.0,26.4,1.0,1.0,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-10,33122.33,21.9,17.5,26.4,1.2,1.2,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-11,32722.33,22.0,18.8,26.3,2.6,2.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-12,32955.67,22.0,19.1,26.9,2.7,2.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-13,32622.33,21.9,18.8,26.0,9.1,9.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-14,32322.33,21.1,18.0,26.5,8.3,8.3,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-17,31522.33,21.5,18.7,25.2,5.6,5.6,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-18,31522.33,21.2,17.6,25.6,3.9,3.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-19,32222.33,21.3,17.8,25.8,18.8,18.8,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-20,31822.33,21.8,18.5,26.7,10.1,10.1,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-21,31822.33,21.5,19.3,24.8,11.7,11.7,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-24,31855.67,20.7,19.5,23.1,10.9,10.9,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-25,32022.33,20.5,18.4,23.0,20.5,20.5,11.5753,108.1429,manual_fallback
Cà phê Robusta nhân xô,Lâm Đồng,2021-05-26,32222.33,20.1,18.4,23.0,13.1,13.1,11.5753,108.1429,manual_fallback
