date,ron95_vung1,is_update_day
2020-04-18,11930,0
2020-04-19,11930,0
2020-04-20,11930,0
2020-04-21,11930,0
2020-04-22,11930,0
2020-04-23,11930,0
2020-04-24,11930,0
2020-04-25,11930,0
2020-04-26,11930,0
2020-04-27,11930,0
2020-04-28,11630,1
2020-04-29,11630,0
2020-04-30,11630,0
2020-05-01,11630,0
2020-05-02,11630,0
2020-05-03,11630,0
2020-05-04,11630,0
2020-05-05,11630,0
2020-05-06,11630,0
2020-05-07,11630,0
2020-05-08,11630,0
2020-05-09,11630,0
2020-05-10,11630,0
2020-05-11,11630,0
2020-05-12,11630,0
2020-05-13,12230,1
2020-05-14,12230,0
2020-05-15,12230,0
2020-05-16,12230,0
2020-05-17,12230,0
2020-05-18,12230,0
2020-05-19,12230,0
2020-05-20,12230,0
2020-05-21,12230,0
2020-05-22,12230,0
2020-05-23,12230,0
2020-05-24,12230,0
2020-05-25,12230,0
2020-05-26,12230,0
2020-05-27,12230,0
2020-05-28,13120,1
2020-05-29,13120,0
2020-05-30,13120,0
2020-05-31,13120,0
2020-06-01,13120,0
2020-06-02,13120,0
2020-06-03,13120,0
2020-06-04,13120,0
2020-06-05,13120,0
2020-06-06,13120,0
2020-06-07,13120,0
2020-06-08,13120,0
2020-06-09,13120,0
2020-06-10,13120,0
2020-06-11,13120,0
2020-06-12,14080,1
2020-06-13,14080,0
2020-06-14,14080,0
2020-06-15,14080,0
2020-06-16,14080,0
2020-06-17,14080,0
2020-06-18,14080,0
2020-06-19,14080,0
2020-06-20,14080,0
2020-06-21,14080,0
2020-06-22,14080,0
2020-06-23,14080,0
2020-06-24,14080,0
2020-06-25,14080,0
2020-06-26,14080,0
2020-06-27,14970,1
2020-06-28,14970,0
2020-06-29,14970,0
2020-06-30,14970,0
2020-07-01,14970,0
2020-07-02,14970,0
2020-07-03,14970,0
2020-07-04,14970,0
2020-07-05,14970,0
2020-07-06,14970,0
2020-07-07,14970,0
2020-07-08,14970,0
2020-07-09,14970,0
2020-07-10,14970,0
2020-07-11,14970,0
2020-07-12,14970,0
2020-07-13,14970,1
2020-07-14,14970,0
2020-07-15,14970,0
2020-07-16,14970,0
2020-07-17,14970,0
2020-07-18,14970,0
2020-07-19,14970,0
2020-07-20,14970,0
2020-07-21,22790,1
2020-07-22,22790,0
2020-07-23,22790,0
2020-07-24,22790,0
2020-07-25,22790,0
2020-07-26,22790,0
2020-07-27,22790,0
2020-07-28,14970,1
2020-07-29,14970,0
2020-07-30,14970,0
2020-07-31,14970,0
2020-08-01,14970,0
2020-08-02,14970,0
2020-08-03,14970,0
2020-08-04,14970,0
2020-08-05,14970,0
2020-08-06,14970,0
2020-08-07,14970,0
2020-08-08,14970,0
2020-08-09,14970,0
2020-08-10,14970,0
2020-08-11,14970,0
2020-08-12,14920,1
2020-08-13,14920,0
2020-08-14,14920,0
2020-08-15,14920,0
2020-08-16,14920,0
2020-08-17,14920,0
2020-08-18,14920,0
2020-08-19,14920,0
2020-08-20,14920,0
2020-08-21,14920,0
2020-08-22,14920,0
2020-08-23,14920,0
2020-08-24,14920,0
2020-08-25,14920,0
2020-08-26,14920,0
2020-08-27,15110,1
2020-08-28,15110,0
2020-08-29,15110,0
2020-08-30,15110,0
2020-08-31,15110,0
2020-09-01,15110,0
2020-09-02,15110,0
2020-09-03,15110,0
2020-09-04,15110,0
2020-09-05,15110,0
2020-09-06,15110,0
2020-09-07,15110,0
2020-09-08,15110,0
2020-09-09,15110,0
2020-09-10,15110,0
2020-09-11,14980,1
2020-09-12,14980,0
2020-09-13,14980,0
2020-09-14,14980,0
2020-09-15,14980,0
2020-09-16,14980,0
2020-09-17,14980,0
2020-09-18,14980,0
2020-09-19,14980,0
2020-09-20,14980,0
2020-09-21,14980,0
2020-09-22,14980,0
2020-09-23,14980,0
2020-09-24,14980,0
2020-09-25,14980,0
2020-09-26,15270,1
2020-09-27,15270,0
2020-09-28,15270,0
2020-09-29,15270,0
2020-09-30,15270,0
2020-10-01,15270,0
2020-10-02,15270,0
2020-10-03,15270,0
2020-10-04,15270,0
2020-10-05,15270,0
2020-10-06,15270,0
2020-10-07,15270,0
2020-10-08,15270,0
2020-10-09,15270,0
2020-10-10,15270,0
2020-10-11,15270,0
2020-10-12,15120,1
2020-10-13,15120,0
2020-10-14,15120,0
2020-10-15,15120,0
2020-10-16,15120,0
2020-10-17,15120,0
2020-10-18,15120,0
2020-10-19,15120,0
2020-10-20,15120,0
2020-10-21,15120,0
2020-10-22,15120,0
2020-10-23,15120,0
2020-10-24,15120,0
2020-10-25,15120,0
2020-10-26,15120,0
2020-10-27,14940,1
2020-10-28,14940,0
2020-10-29,14940,0
2020-10-30,14940,0
2020-10-31,14940,0
2020-11-01,14940,0
2020-11-02,14940,0
2020-11-03,14940,0
2020-11-04,14940,0
2020-11-05,14940,0
2020-11-06,14940,0
2020-11-07,14940,0
2020-11-08,14940,0
2020-11-09,14940,0
2020-11-10,14940,0
2020-11-11,14700,1
2020-11-12,14700,0
2020-11-13,14700,0
2020-11-14,14700,0
2020-11-15,14700,0
2020-11-16,14700,0
2020-11-17,14700,0
2020-11-18,14700,0
2020-11-19,14700,0
2020-11-20,14700,0
2020-11-21,14700,0
2020-11-22,14700,0
2020-11-23,14700,0
2020-11-24,14700,0
2020-11-25,14700,0
2020-11-26,15350,1
2020-11-27,15350,0
2020-11-28,15350,0
2020-11-29,15350,0
2020-11-30,15350,0
2020-12-01,15350,0
2020-12-02,15350,0
2020-12-03,15350,0
2020-12-04,15350,0
2020-12-05,15350,0
2020-12-06,15350,0
2020-12-07,15350,0
2020-12-08,15350,0
2020-12-09,15350,0
2020-12-10,15350,0
2020-12-11,16000,1
2020-12-12,16000,0
2020-12-13,16000,0
2020-12-14,16000,0
2020-12-15,16000,0
2020-12-16,16000,0
2020-12-17,16000,0
2020-12-18,16000,0
2020-12-19,16000,0
2020-12-20,16000,0
2020-12-21,16000,0
2020-12-22,16000,0
2020-12-23,16000,0
2020-12-24,16000,0
2020-12-25,16000,0
2020-12-26,16470,1
2020-12-27,16470,0
2020-12-28,16470,0
2020-12-29,16470,0
2020-12-30,16470,0
2020-12-31,16470,0
2021-01-01,16470,0
2021-01-02,16470,0
2021-01-03,16470,0
2021-01-04,16470,0
2021-01-05,16470,0
2021-01-06,16470,0
2021-01-07,16470,0
2021-01-08,16470,0
2021-01-09,16470,0
2021-01-10,16470,0
2021-01-11,16930,1
2021-01-12,16930,0
2021-01-13,16930,0
2021-01-14,16930,0
2021-01-15,16930,0
2021-01-16,16930,0
2021-01-17,16930,0
2021-01-18,16930,0
2021-01-19,16930,0
2021-01-20,16930,0
2021-01-21,16930,0
2021-01-22,16930,0
2021-01-23,16930,0
2021-01-24,16930,0
2021-01-25,16930,0
2021-01-26,17270,1
2021-01-27,17270,0
2021-01-28,17270,0
2021-01-29,17270,0
2021-01-30,17270,0
2021-01-31,17270,0
2021-02-01,17270,0
2021-02-02,17270,0
2021-02-03,17270,0
2021-02-04,17270,0
2021-02-05,17270,0
2021-02-06,17270,0
2021-02-07,17270,0
2021-02-08,17270,0
2021-02-09,17270,0
2021-02-10,17270,1
2021-02-11,17270,0
2021-02-12,17270,0
2021-02-13,17270,0
2021-02-14,17270,0
2021-02-15,17270,0
2021-02-16,17270,0
2021-02-17,17270,0
2021-02-18,17270,0
2021-02-19,17270,0
2021-02-20,17270,0
2021-02-21,17270,0
2021-02-22,17270,0
2021-02-23,17270,0
2021-02-24,17270,0
2021-02-25,18080,1
2021-02-26,18080,0
2021-02-27,18080,0
2021-02-28,18080,0
2021-03-01,18080,0
2021-03-02,18080,0
2021-03-03,18080,0
2021-03-04,18080,0
2021-03-05,18080,0
2021-03-06,18080,0
2021-03-07,18080,0
2021-03-08,18080,0
2021-03-09,18080,0
2021-03-10,18080,0
2021-03-11,18080,0
2021-03-12,18880,1
2021-03-13,18880,0
2021-03-14,18880,0
2021-03-15,18880,0
2021-03-16,18880,0
2021-03-17,18880,0
2021-03-18,18880,0
2021-03-19,18880,0
2021-03-20,18880,0
2021-03-21,18880,0
2021-03-22,18880,0
2021-03-23,18880,0
2021-03-24,18880,0
2021-03-25,18880,0
2021-03-26,18880,0
2021-03-27,19040,1
2021-03-28,19040,0
2021-03-29,19040,0
2021-03-30,19040,0
2021-03-31,19040,0
2021-04-01,19040,0
2021-04-02,19040,0
2021-04-03,19040,0
2021-04-04,19040,0
2021-04-05,19040,0
2021-04-06,19040,0
2021-04-07,19040,0
2021-04-08,19040,0
2021-04-09,19040,0
2021-04-10,19040,0
2021-04-11,19040,0
2021-04-12,18970,1
2021-04-13,18970,0
2021-04-14,18970,0
2021-04-15,18970,0
2021-04-16,18970,0
2021-04-17,18970,0
2021-04-18,18970,0
2021-04-19,18970,0
2021-04-20,18970,0
2021-04-21,18970,0
2021-04-22,18970,0
2021-04-23,18970,0
2021-04-24,18970,0
2021-04-25,18970,0
2021-04-26,18970,0
2021-04-27,19160,1
2021-04-28,19160,0
2021-04-29,19160,0
2021-04-30,19160,0
2021-05-01,19160,0
2021-05-02,19160,0
2021-05-03,19160,0
2021-05-04,19160,0
2021-05-05,19160,0
2021-05-06,19160,0
2021-05-07,19160,0
2021-05-08,19160,0
2021-05-09,19160,0
2021-05-10,19160,0
2021-05-11,19160,0
2021-05-12,19530,1
2021-05-13,19530,0
2021-05-14,19530,0
2021-05-15,19530,0
2021-05-16,19530,0
2021-05-17,19530,0
2021-05-18,19530,0
2021-05-19,19530,0
2021-05-20,19530,0
2021-05-21,19530,0
2021-05-22,19530,0
2021-05-23,19530,0
2021-05-24,19530,0
2021-05-25,19530,0
2021-05-26,19530,0
2021-05-27,19530,1
2021-05-28,19530,0
2021-05-29,19530,0
2021-05-30,19530,0
2021-05-31,19530,0
2021-06-01,19530,0
2021-06-02,19530,0
2021-06-03,19530,0
2021-06-04,19530,0
2021-06-05,19530,0
2021-06-06,19530,0
2021-06-07,19530,0
2021-06-08,19530,0
2021-06-09,19530,0
2021-06-10,19530,0
2021-06-11,20160,1
2021-06-12,20160,0
2021-06-13,20160,0
2021-06-14,20160,0
2021-06-15,20160,0
2021-06-16,20160,0
2021-06-17,20160,0
2021-06-18,20160,0
2021-06-19,20160,0
2021-06-20,20160,0
2021-06-21,20160,0
2021-06-22,20160,0
2021-06-23,20160,0
2021-06-24,20160,0
2021-06-25,20160,0
2021-06-26,20910,1
2021-06-27,20910,0
2021-06-28,20910,0
2021-06-29,20910,0
2021-06-30,20910,0
2021-07-01,20910,0
2021-07-02,20910,0
2021-07-03,20910,0
2021-07-04,20910,0
2021-07-05,20910,0
2021-07-06,20910,0
2021-07-07,20910,0
2021-07-08,20910,0
2021-07-09,20910,0
2021-07-10,20910,0
2021-07-11,20910,0
2021-07-12,21780,1
2021-07-13,21780,0
2021-07-14,21780,0
2021-07-15,21780,0
2021-07-16,21780,0
2021-07-17,21780,0
2021-07-18,21780,0
2021-07-19,21780,0
2021-07-20,21780,0
2021-07-21,21780,0
2021-07-22,21780,0
2021-07-23,21780,0
2021-07-24,21780,0
2021-07-25,21780,0
2021-07-26,21780,0
2021-07-27,21680,1
2021-07-28,21680,0
2021-07-29,21680,0
2021-07-30,21680,0
2021-07-31,21680,0
2021-08-01,21680,0
2021-08-02,21680,0
2021-08-03,21680,0
2021-08-04,21680,0
2021-08-05,21680,0
2021-08-06,21680,0
2021-08-07,21680,0
2021-08-08,21680,0
2021-08-09,21680,0
2021-08-10,21680,0
2021-08-11,21680,1
2021-08-12,21680,0
2021-08-13,21680,0
2021-08-14,21680,0
2021-08-15,21680,0
2021-08-16,21680,0
2021-08-17,21680,0
2021-08-18,21680,0
2021-08-19,21680,0
2021-08-20,21680,0
2021-08-21,21680,0
2021-08-22,21680,0
2021-08-23,21680,0
2021-08-24,21680,0
2021-08-25,21680,0
2021-08-26,21130,1
2021-08-27,21130,0
2021-08-28,21130,0
2021-08-29,21130,0
2021-08-30,21130,0
2021-08-31,21130,0
2021-09-01,21130,0
2021-09-02,21130,0
2021-09-03,21130,0
2021-09-04,21130,0
2021-09-05,21130,0
2021-09-06,21130,0
2021-09-07,21130,0
2021-09-08,21130,0
2021-09-09,21130,0
2021-09-10,21390,1
2021-09-11,21390,0
2021-09-12,21390,0
2021-09-13,21390,0
2021-09-14,21390,0
2021-09-15,21390,0
2021-09-16,21390,0
2021-09-17,21390,0
2021-09-18,21390,0
2021-09-19,21390,0
2021-09-20,21390,0
2021-09-21,21390,0
2021-09-22,21390,0
2021-09-23,21390,0
2021-09-24,21390,0
2021-09-25,21940,1
2021-09-26,21940,0
2021-09-27,21940,0
2021-09-28,21940,0
2021-09-29,21940,0
2021-09-30,21940,0
2021-10-01,21940,0
2021-10-02,21940,0
2021-10-03,21940,0
2021-10-04,21940,0
2021-10-05,21940,0
2021-10-06,21940,0
2021-10-07,21940,0
2021-10-08,21940,0
2021-10-09,21940,0
2021-10-10,21940,0
2021-10-11,22870,1
2021-10-12,22870,0
2021-10-13,22870,0
2021-10-14,22870,0
2021-10-15,22870,0
2021-10-16,22870,0
2021-10-17,22870,0
2021-10-18,22870,0
2021-10-19,22870,0
2021-10-20,22870,0
2021-10-21,22870,0
2021-10-22,22870,0
2021-10-23,22870,0
2021-10-24,22870,0
2021-10-25,22870,0
2021-10-26,24330,1
2021-10-27,24330,0
2021-10-28,24330,0
2021-10-29,24330,0
2021-10-30,24330,0
2021-10-31,24330,0
2021-11-01,24330,0
2021-11-02,24330,0
2021-11-03,24330,0
2021-11-04,24330,0
2021-11-05,24330,0
2021-11-06,24330,0
2021-11-07,24330,0
2021-11-08,24330,0
2021-11-09,24330,0
2021-11-10,24990,1
2021-11-11,24990,0
2021-11-12,24990,0
2021-11-13,24990,0
2021-11-14,24990,0
2021-11-15,24990,0
2021-11-16,24990,0
2021-11-17,24990,0
2021-11-18,24990,0
2021-11-19,24990,0
2021-11-20,24990,0
2021-11-21,24990,0
2021-11-22,24990,0
2021-11-23,24990,0
2021-11-24,24990,0
2021-11-25,23900,1
2021-11-26,23900,0
2021-11-27,23900,0
2021-11-28,23900,0
2021-11-29,23900,0
2021-11-30,23900,0
2021-12-01,23900,0
2021-12-02,23900,0
2021-12-03,23900,0
2021-12-04,23900,0
2021-12-05,23900,0
2021-12-06,23900,0
2021-12-07,23900,0
2021-12-08,23900,0
2021-12-09,23900,0
2021-12-10,22800,1
2021-12-11,22800,0
2021-12-12,22800,0
2021-12-13,22800,0
2021-12-14,22800,0
2021-12-15,22800,0
2021-12-16,22800,0
2021-12-17,22800,0
2021-12-18,22800,0
2021-12-19,22800,0
2021-12-20,22800,0
2021-12-21,22800,0
2021-12-22,22800,0
2021-12-23,22800,0
2021-12-24,22800,0
2021-12-25,22800,0
2021-12-26,22800,0
2021-12-27,22800,0
2021-12-28,22800,0
2021-12-29,22800,0
2021-12-30,22800,0
2021-12-31,22800,0
2022-01-01,22800,0
2022-01-02,22800,0
2022-01-03,22800,0
2022-01-04,22800,0
2022-01-05,22800,0
2022-01-06,22800,0
2022-01-07,22800,0
2022-01-08,22800,0
2022-01-09,22800,0
2022-01-10,22800,0
2022-01-11,23870,1
2022-01-12,23870,0
2022-01-13,23870,0
2022-01-14,23870,0
2022-01-15,23870,0
2022-01-16,23870,0
2022-01-17,23870,0
2022-01-18,23870,0
2022-01-19,23870,0
2022-01-20,23870,0
2022-01-21,24360,1
2022-01-22,24360,0
2022-01-23,24360,0
2022-01-24,24360,0
2022-01-25,24360,0
2022-01-26,24360,0
2022-01-27,24360,0
2022-01-28,24360,0
2022-01-29,24360,0
2022-01-30,24360,0
2022-01-31,24360,0
2022-02-01,24360,0
2022-02-02,24360,0
2022-02-03,24360,0
2022-02-04,24360,0
2022-02-05,24360,0
2022-02-06,24360,0
2022-02-07,24360,0
2022-02-08,24360,0
2022-02-09,24360,0
2022-02-10,24360,0
2022-02-11,25320,1
2022-02-12,25320,0
2022-02-13,25320,0
2022-02-14,25320,0
2022-02-15,25320,0
2022-02-16,25320,0
2022-02-17,25320,0
2022-02-18,25320,0
2022-02-19,25320,0
2022-02-20,25320,0
2022-02-21,26280,1
2022-02-22,26280,0
2022-02-23,26280,0
2022-02-24,26280,0
2022-02-25,26280,0
2022-02-26,26280,0
2022-02-27,26280,0
2022-02-28,26280,0
2022-03-01,26830,1
2022-03-02,26830,0
2022-03-03,26830,0
2022-03-04,26830,0
2022-03-05,26830,0
2022-03-06,26830,0
2022-03-07,26830,0
2022-03-08,26830,0
2022-03-09,26830,0
2022-03-10,26830,0
2022-03-11,29820,1
2022-03-12,29820,0
2022-03-13,29820,0
2022-03-14,29820,0
2022-03-15,29820,0
2022-03-16,29820,0
2022-03-17,29820,0
2022-03-18,29820,0
2022-03-19,29820,0
2022-03-20,29820,0
2022-03-21,29190,1
2022-03-22,29190,0
2022-03-23,29190,0
2022-03-24,29190,0
2022-03-25,29190,0
2022-03-26,29190,0
2022-03-27,29190,0
2022-03-28,29190,0
2022-03-29,29190,0
2022-03-30,29190,0
2022-03-31,29190,0
2022-04-01,28150,1
2022-04-02,28150,0
2022-04-03,28150,0
