ngay,ten_mat_hang,thi_truong,gia,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,lat,lon,coord_source,ron95_vung1,thang_sin,thang_cos,quy_sin,quy_cos,Lag_1_Price,Lag_2_Price,Lag_7_Price,Lag_14_Price,Lag_30_Price,MA_7_Price,MA_30_Price,Volatility_7D,Volatility_30D,Rainfall_30D_Sum,Fuel_Price_Change_7D
2020-02-12,Cà phê Robusta nhân xô,Đắk Lắk,30906.0,23.7,18.8,30.2,0.2,0.2,12.71,108.2378,manual_fallback,20120.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,30697.0,30797.0,31281.0,32000.0,32639.0,30899.0,31671.7,273.3172759511126,621.6989597479832,6.3,0.0
2020-02-13,Cà phê Robusta nhân xô,Đắk Lắk,30706.0,24.8,20.5,31.0,0.2,0.2,12.71,108.2378,manual_fallback,20120.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,30906.0,30697.0,31282.0,32500.0,32639.0,30845.428571428572,31613.933333333334,216.8907998224515,609.1060681842292,2.8,0.0
2020-02-14,Cà phê Robusta nhân xô,Đắk Lắk,31114.0,25.6,20.5,32.2,0.3,0.3,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,30706.0,30906.0,30719.0,31500.0,32539.0,30763.14285714286,31549.5,103.03628579524826,599.0891793611255,2.4,0.0
2020-02-17,Cà phê Robusta nhân xô,Đắk Lắk,31481.0,22.6,19.2,27.2,0.0,0.0,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31114.0,30706.0,30631.0,31600.0,32519.0,30819.571428571428,31502.0,164.60139442794215,573.8914351254476,2.5,-0.036779324055665974
2020-02-18,Cà phê Robusta nhân xô,Đắk Lắk,31481.0,21.0,18.3,25.4,0.5,0.5,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31481.0,31114.0,30886.0,31500.0,32181.0,30941.0,31467.4,277.2712270202902,540.7984901019537,2.5,-0.036779324055665974
2020-02-19,Cà phê Robusta nhân xô,Đắk Lắk,31481.0,20.9,17.5,26.5,0.0,0.0,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31481.0,31481.0,30797.0,31000.0,32286.0,31026.0,31444.066666666666,341.388341921636,523.7811423270912,3.0,-0.036779324055665974
2020-02-20,Cà phê Robusta nhân xô,Đắk Lắk,30981.0,21.1,18.0,26.5,0.5,0.5,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31481.0,31481.0,30697.0,30900.0,32133.0,31123.714285714286,31417.233333333334,362.17478022161504,499.2050703857604,2.5,-0.036779324055665974
2020-02-21,Cà phê Robusta nhân xô,Đắk Lắk,31025.0,20.7,18.2,25.0,1.1,1.1,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,30981.0,31481.0,30906.0,31281.0,32131.0,31164.285714285714,31378.833333333332,319.83939422035206,486.3908661895753,3.0,-0.036779324055665974
2020-02-24,Cà phê Robusta nhân xô,Đắk Lắk,31281.0,20.6,16.0,27.0,0.0,0.0,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31025.0,30981.0,30706.0,31282.0,32019.0,31181.285714285714,31341.966666666667,306.7163262069829,469.0185999791893,4.1000000000000005,-0.036779324055665974
2020-02-25,Cà phê Robusta nhân xô,Đắk Lắk,31069.0,21.5,17.2,28.2,0.0,0.0,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31281.0,31025.0,31114.0,30719.0,31619.0,31263.428571428572,31317.366666666665,224.07726133550906,451.3032074531195,4.1000000000000005,-0.036779324055665974
2020-02-26,Cà phê Robusta nhân xô,Đắk Lắk,31281.0,22.8,19.1,29.0,0.0,0.0,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31069.0,31281.0,31481.0,30631.0,31631.0,31257.0,31299.033333333333,229.65481343384977,449.7962361147443,3.7,0.0
2020-02-27,Cà phê Robusta nhân xô,Đắk Lắk,31481.0,22.6,18.9,28.6,0.1,0.1,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31281.0,31069.0,31481.0,30886.0,31703.0,31228.428571428572,31287.366666666665,208.61995521591166,445.4065545662492,3.7,0.0
2020-02-28,Cà phê Robusta nhân xô,Đắk Lắk,31419.0,22.5,17.8,29.3,0.0,0.0,12.71,108.2378,manual_fallback,19380.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,31481.0,31281.0,31481.0,30797.0,31819.0,31228.428571428572,31279.966666666667,208.61995521591166,440.0753449074428,3.8,0.0
2020-03-02,Cà phê Robusta nhân xô,Đắk Lắk,31367.0,24.1,19.9,31.0,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31419.0,31481.0,30981.0,30697.0,31700.0,31219.571428571428,31266.633333333335,197.10814049049918,429.1034344668741,3.8,0.0
2020-03-03,Cà phê Robusta nhân xô,Đắk Lắk,31567.0,24.2,19.5,31.5,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31367.0,31419.0,31025.0,30906.0,31400.0,31274.714285714286,31255.533333333333,171.5825498953027,421.7505990702262,3.8,-0.013415892672858587
2020-03-04,Cà phê Robusta nhân xô,Đắk Lắk,32567.0,24.4,19.6,31.6,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31567.0,31367.0,31281.0,30706.0,31900.0,31352.14285714286,31261.1,162.1474931160246,424.8141459752633,3.8,-0.013415892672858587
2020-03-05,Cà phê Robusta nhân xô,Đắk Lắk,31767.0,24.1,19.9,30.6,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,32567.0,31567.0,31069.0,31114.0,32000.0,31535.85714285714,31283.333333333332,481.7175619839998,474.01064540158313,3.8,-0.013415892672858587
2020-03-06,Cà phê Robusta nhân xô,Đắk Lắk,30883.0,24.8,19.5,31.8,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31767.0,32567.0,31281.0,31481.0,32500.0,31635.571428571428,31275.566666666666,439.35212041628273,463.658962313181,3.8,-0.013415892672858587
2020-03-09,Cà phê Robusta nhân xô,Đắk Lắk,30714.0,29.0,24.6,34.6,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30883.0,31767.0,31481.0,31481.0,31500.0,31578.714285714286,31221.666666666668,512.5419378892199,406.9281333935141,3.8,-0.013415892672858587
2020-03-10,Cà phê Robusta nhân xô,Đắk Lắk,30714.0,28.5,23.4,34.3,0.4,0.4,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30714.0,30883.0,31419.0,31481.0,31600.0,31469.14285714286,31195.466666666667,609.6907490882643,413.6376669746522,3.6,-0.013415892672858587
2020-03-11,Cà phê Robusta nhân xô,Đắk Lắk,31314.0,26.1,21.6,32.5,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30714.0,30714.0,31367.0,30981.0,31500.0,31368.428571428572,31165.933333333334,674.1735328392474,415.38448606606806,4.0,-0.013415892672858587
2020-03-12,Cà phê Robusta nhân xô,Đắk Lắk,31383.0,25.7,20.1,33.3,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31314.0,30714.0,31567.0,31025.0,31000.0,31360.85714285714,31159.733333333334,674.4897895375997,411.5971359215881,3.4000000000000004,0.0
2020-03-13,Cà phê Robusta nhân xô,Đắk Lắk,30614.0,26.6,20.5,34.8,0.0,0.0,12.71,108.2378,manual_fallback,19120.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31383.0,31314.0,32567.0,31281.0,30900.0,31334.571428571428,31172.5,668.6775149858253,412.4108054037828,3.4000000000000004,0.0
2020-03-16,Cà phê Robusta nhân xô,Đắk Lắk,30519.0,24.9,20.2,31.2,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30614.0,31383.0,31767.0,31069.0,31281.0,31055.571428571428,31162.966666666667,435.55208534413055,422.11850626730063,3.4000000000000004,0.0
2020-03-17,Cà phê Robusta nhân xô,Đắk Lắk,30131.0,25.4,20.8,32.8,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30519.0,30614.0,30883.0,31281.0,31282.0,30877.285714285714,31137.566666666666,340.95733569159023,437.4196819542114,3.4000000000000004,-0.12081589958159
2020-03-18,Cà phê Robusta nhân xô,Đắk Lắk,29914.0,25.1,18.8,33.4,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30131.0,30519.0,30714.0,31481.0,30719.0,30769.85714285714,31099.2,442.2734555948537,473.3191239570323,3.4000000000000004,-0.12081589958159
2020-03-19,Cà phê Robusta nhân xô,Đắk Lắk,30214.0,26.0,20.4,34.2,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,29914.0,30131.0,30714.0,31419.0,30631.0,30655.571428571428,31072.366666666665,549.4812272021885,516.4682774471245,3.4000000000000004,-0.12081589958159
2020-03-20,Cà phê Robusta nhân xô,Đắk Lắk,30014.0,25.3,19.0,33.4,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30214.0,29914.0,31314.0,31367.0,30886.0,30584.14285714286,31058.466666666667,572.6306047739798,534.0682336190052,3.4000000000000004,-0.12081589958159
2020-03-23,Cà phê Robusta nhân xô,Đắk Lắk,30467.0,26.1,19.9,34.1,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30014.0,30214.0,31383.0,31567.0,30797.0,30398.428571428572,31029.4,503.05362773859116,566.5216677233142,3.4000000000000004,-0.12081589958159
2020-03-24,Cà phê Robusta nhân xô,Đắk Lắk,30567.0,26.0,20.0,33.9,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30467.0,30014.0,30614.0,32567.0,30697.0,30267.571428571428,31018.4,268.89704172345245,574.3395367274321,3.4000000000000004,-0.12081589958159
2020-03-25,Cà phê Robusta nhân xô,Đắk Lắk,30767.0,26.0,21.4,32.8,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30567.0,30467.0,30519.0,31767.0,30906.0,30260.85714285714,31014.066666666666,259.21768752115406,577.3307146021195,3.3,-0.12081589958159
2020-03-26,Cà phê Robusta nhân xô,Đắk Lắk,30767.0,26.6,21.1,33.8,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30767.0,30567.0,30131.0,30883.0,30706.0,30296.285714285714,31009.433333333334,311.96138344658885,578.7838428823103,3.1000000000000005,0.0
2020-03-27,Cà phê Robusta nhân xô,Đắk Lắk,30367.0,26.9,20.5,34.9,0.0,0.0,12.71,108.2378,manual_fallback,16810.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30767.0,30767.0,29914.0,30714.0,31114.0,30387.14285714286,31011.466666666667,346.50321238118505,577.7873808515292,2.9000000000000004,0.0
2020-03-30,Cà phê Robusta nhân xô,Đắk Lắk,29725.0,27.4,20.6,35.7,0.0,0.0,12.71,108.2378,manual_fallback,12560.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,30367.0,30767.0,30214.0,30714.0,31481.0,30451.85714285714,30986.566666666666,279.16926082661837,589.1997309813642,2.6000000000000005,0.0
2020-03-31,Cà phê Robusta nhân xô,Đắk Lắk,29719.0,28.0,22.1,35.7,0.0,0.0,12.71,108.2378,manual_fallback,12560.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,29725.0,30367.0,30014.0,31314.0,31481.0,30382.0,30928.033333333333,388.41515590066473,624.5504580997846,2.6000000000000005,-0.2528256989886972
2020-04-01,Cà phê Robusta nhân xô,Đắk Lắk,29419.0,27.2,21.5,35.1,0.0,0.0,12.71,108.2378,manual_fallback,12560.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29719.0,29725.0,30467.0,31383.0,31481.0,30339.85714285714,30869.3,446.6375967797012,652.959741590505,2.1000000000000005,-0.2528256989886972
2020-04-02,Cà phê Robusta nhân xô,Đắk Lắk,29200.0,26.4,21.2,33.7,0.0,0.0,12.71,108.2378,manual_fallback,12560.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29419.0,29719.0,30567.0,30614.0,30981.0,30190.14285714286,30800.566666666666,558.5431730766026,693.6112735895978,2.1000000000000005,-0.2528256989886972
2020-04-03,Cà phê Robusta nhân xô,Đắk Lắk,30000.0,26.6,21.1,34.0,0.0,0.0,12.71,108.2378,manual_fallback,12560.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29200.0,29419.0,30767.0,30519.0,31025.0,29994.85714285714,30741.2,638.1260138278428,751.4429062672162,1.6,-0.2528256989886972
2020-04-06,Cà phê Robusta nhân xô,Đắk Lắk,29833.0,26.7,21.5,34.0,0.0,0.0,12.71,108.2378,manual_fallback,12560.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,30000.0,29200.0,30767.0,30131.0,31281.0,29885.285714285714,30707.033333333333,542.0654063504763,761.331432803561,0.5,-0.2528256989886972
2020-04-07,Cà phê Robusta nhân xô,Đắk Lắk,29833.0,25.5,21.4,32.5,9.0,9.0,12.71,108.2378,manual_fallback,12560.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29833.0,30000.0,30367.0,29914.0,31069.0,29751.85714285714,30658.766666666666,379.40762097926404,769.5441410715064,0.5,-0.2528256989886972
2020-04-08,Cà phê Robusta nhân xô,Đắk Lắk,30033.0,26.1,22.1,33.2,0.6,0.6,12.71,108.2378,manual_fallback,12560.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29833.0,29833.0,29725.0,30214.0,31281.0,29675.571428571428,30617.566666666666,274.2102946905668,779.8413491762728,9.5,-0.2528256989886972
2020-04-09,Cà phê Robusta nhân xô,Đắk Lắk,30067.0,26.0,21.6,32.4,0.0,0.0,12.71,108.2378,manual_fallback,12560.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,30033.0,29833.0,29719.0,30014.0,31481.0,29719.571428571428,30575.966666666667,306.29716352090867,776.5103406880137,10.1,0.0
2020-04-10,Cà phê Robusta nhân xô,Đắk Lắk,29967.0,25.4,21.5,31.0,2.9,2.9,12.71,108.2378,manual_fallback,12560.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,30067.0,30033.0,29419.0,30467.0,31419.0,29769.285714285714,30528.833333333332,333.24501210856874,762.4686803441575,10.0,0.0
2020-04-13,Cà phê Robusta nhân xô,Đắk Lắk,29933.0,23.3,20.5,27.4,3.8,3.8,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29967.0,30067.0,29200.0,30567.0,31367.0,29847.571428571428,30480.433333333334,299.94547123483625,749.9972268148063,12.9,0.0
2020-04-14,Cà phê Robusta nhân xô,Đắk Lắk,29933.0,22.4,19.6,26.3,0.1,0.1,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29933.0,29967.0,30000.0,30767.0,31567.0,29952.285714285714,30432.633333333335,92.19312028873864,737.1313682261828,16.7,-0.05015923566878977
2020-04-15,Cà phê Robusta nhân xô,Đắk Lắk,29733.0,23.5,19.4,29.1,0.0,0.0,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29933.0,29933.0,29833.0,30767.0,32567.0,29942.714285714286,30378.166666666668,89.86232856564804,710.3026107586761,16.8,-0.05015923566878977
2020-04-16,Cà phê Robusta nhân xô,Đắk Lắk,30033.0,24.9,19.5,31.8,0.0,0.0,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29733.0,29933.0,29833.0,30367.0,31767.0,29928.428571428572,30283.7,114.72119412277226,586.8940543526585,16.8,-0.05015923566878977
2020-04-17,Cà phê Robusta nhân xô,Đắk Lắk,30133.0,25.8,20.4,32.6,0.0,0.0,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,30033.0,29733.0,30033.0,29725.0,30883.0,29957.0,30225.9,111.86301146194666,516.9986560377574,16.8,-0.05015923566878977
2020-04-20,Cà phê Robusta nhân xô,Đắk Lắk,29933.0,27.8,22.1,36.2,0.0,0.0,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,30133.0,30033.0,30067.0,29719.0,30714.0,29971.285714285714,30200.9,128.3559040139576,502.0454952595087,16.8,-0.05015923566878977
2020-04-21,Cà phê Robusta nhân xô,Đắk Lắk,29833.0,27.6,21.3,36.6,0.0,0.0,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29933.0,30133.0,29967.0,29419.0,30714.0,29952.14285714286,30174.866666666665,121.5119041787477,494.71717683692003,16.8,-0.05015923566878977
2020-04-22,Cà phê Robusta nhân xô,Đắk Lắk,29400.0,27.7,21.3,36.7,0.0,0.0,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29833.0,29933.0,29933.0,29200.0,31314.0,29933.0,30145.5,129.09944487358962,487.70905331937075,16.4,-0.05015923566878977
2020-04-23,Cà phê Robusta nhân xô,Đắk Lắk,29000.0,27.5,22.5,34.5,0.0,0.0,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29400.0,29833.0,29933.0,30000.0,31383.0,29856.85714285714,30081.7,239.27141392947826,453.57614651751453,16.4,0.0
2020-04-24,Cà phê Robusta nhân xô,Đắk Lắk,29300.0,26.3,22.4,31.9,0.0,0.0,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29000.0,29400.0,29733.0,29833.0,30614.0,29723.571428571428,30002.266666666666,397.39898387005735,425.6278067573612,16.4,0.0
2020-04-27,Cà phê Robusta nhân xô,Đắk Lắk,29633.0,24.5,21.2,30.2,0.1,0.1,12.71,108.2378,manual_fallback,11930.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29300.0,29000.0,30033.0,29833.0,30519.0,29661.714285714286,29958.466666666667,428.1929916465703,428.1080860406149,16.4,0.0
2020-04-28,Cà phê Robusta nhân xô,Đắk Lắk,29733.0,24.4,20.6,30.9,0.0,0.0,12.71,108.2378,manual_fallback,11630.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29633.0,29300.0,30133.0,30033.0,30131.0,29604.571428571428,29928.933333333334,395.8555532610613,418.5600878326344,16.499999999999996,0.0
2020-04-29,Cà phê Robusta nhân xô,Đắk Lắk,30367.0,25.0,20.0,31.2,0.0,0.0,12.71,108.2378,manual_fallback,11630.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,29733.0,29633.0,29933.0,30067.0,29914.0,29547.428571428572,29915.666666666668,330.3053421421174,418.2419142680474,16.5,-0.025146689019279078
2020-04-30,Cà phê Robusta nhân xô,Đắk Lắk,30467.0,26.1,21.8,31.9,0.3,0.3,12.71,108.2378,manual_fallback,11630.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,30367.0,29733.0,29833.0,29967.0,30214.0,29609.428571428572,29930.766666666666,437.9371557437824,426.2798727187143,16.5,-0.025146689019279078
2020-05-01,Cà phê Robusta nhân xô,Đắk Lắk,30567.0,27.0,21.5,34.8,0.0,0.0,12.71,108.2378,manual_fallback,11630.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30467.0,30367.0,29400.0,29933.0,30014.0,29700.0,29939.2,544.480792437469,434.49982341969917,16.8,-0.025146689019279078
2020-05-04,Cà phê Robusta nhân xô,Đắk Lắk,30933.0,29.0,22.2,37.5,0.0,0.0,12.71,108.2378,manual_fallback,11630.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30567.0,30467.0,29000.0,29933.0,30467.0,29866.714285714286,29957.633333333335,611.8128020578714,449.2621140564404,16.799999999999997,-0.025146689019279078
2020-05-05,Cà phê Robusta nhân xô,Đắk Lắk,30867.0,29.1,24.5,36.0,0.3,0.3,12.71,108.2378,manual_fallback,11630.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30933.0,30567.0,29300.0,29733.0,30567.0,30142.85714285714,29973.166666666668,591.3088388119522,474.8104582508612,16.799999999999997,-0.025146689019279078
2020-05-06,Cà phê Robusta nhân xô,Đắk Lắk,31067.0,29.9,23.2,38.3,0.1,0.1,12.71,108.2378,manual_fallback,11630.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30867.0,30933.0,29633.0,30033.0,30767.0,30366.714285714286,29983.166666666668,510.0763714993065,490.6436366253458,17.099999999999998,-0.025146689019279078
2020-05-07,Cà phê Robusta nhân xô,Đắk Lắk,31067.0,30.4,25.5,36.8,0.0,0.0,12.71,108.2378,manual_fallback,11630.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31067.0,30867.0,29733.0,30133.0,30767.0,30571.571428571428,29993.166666666668,450.8077406695799,509.8513700484235,17.200000000000003,-0.025146689019279078
2020-05-08,Cà phê Robusta nhân xô,Đắk Lắk,30767.0,29.8,25.0,35.3,0.4,0.4,12.71,108.2378,manual_fallback,11630.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31067.0,31067.0,30367.0,29933.0,30367.0,30762.14285714286,30003.166666666668,290.80086460864254,528.1654706319229,17.200000000000003,0.0
2020-05-11,Cà phê Robusta nhân xô,Đắk Lắk,30867.0,29.3,22.4,37.5,0.0,0.0,12.71,108.2378,manual_fallback,11630.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30767.0,31067.0,30467.0,29833.0,29725.0,30819.285714285714,30016.5,233.95848227530135,542.520856106352,17.6,0.0
2020-05-12,Cà phê Robusta nhân xô,Đắk Lắk,31067.0,29.5,25.1,37.0,0.3,0.3,12.71,108.2378,manual_fallback,11630.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30867.0,30767.0,30567.0,29400.0,29719.0,30876.428571428572,30054.566666666666,174.992244726093,561.1086122246453,17.6,0.0
2020-05-13,Cà phê Robusta nhân xô,Đắk Lắk,30767.0,28.6,22.9,36.0,0.0,0.0,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31067.0,30867.0,30933.0,29000.0,29419.0,30947.85714285714,30099.5,121.5119041787015,586.6999908900357,17.900000000000002,0.0
2020-05-14,Cà phê Robusta nhân xô,Đắk Lắk,30533.0,28.6,22.9,35.5,0.0,0.0,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30767.0,31067.0,30867.0,29300.0,29200.0,30924.14285714286,30144.433333333334,139.72762620112215,584.4005288848923,17.9,0.05159071367153922
2020-05-15,Cà phê Robusta nhân xô,Đắk Lắk,31033.0,28.8,23.0,36.2,0.0,0.0,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30533.0,30767.0,31067.0,29633.0,30000.0,30876.428571428572,30188.866666666665,204.50497723595004,560.2953490445385,17.9,0.05159071367153922
2020-05-18,Cà phê Robusta nhân xô,Đắk Lắk,30867.0,28.3,24.0,34.2,0.6,0.6,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31033.0,30533.0,31067.0,29733.0,29833.0,30871.571428571428,30223.3,199.56858231597903,579.6942208226625,17.9,0.05159071367153922
2020-05-19,Cà phê Robusta nhân xô,Đắk Lắk,31067.0,27.2,24.2,34.2,5.5,5.5,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30867.0,31033.0,30767.0,30367.0,29833.0,30843.0,30257.766666666666,180.31453999421106,586.3885191597118,18.499999999999996,0.05159071367153922
2020-05-20,Cà phê Robusta nhân xô,Đắk Lắk,30767.0,27.1,24.0,32.0,2.5,2.5,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31067.0,30867.0,30867.0,30467.0,30033.0,30885.85714285714,30298.9,194.34627907543452,598.7160601567953,15.0,0.05159071367153922
2020-05-21,Cà phê Robusta nhân xô,Đắk Lắk,30533.0,28.2,24.0,33.2,0.0,0.0,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30767.0,31067.0,31067.0,30567.0,30067.0,30871.571428571428,30323.366666666665,199.56858231597886,602.4611295707781,16.9,0.05159071367153922
2020-05-22,Cà phê Robusta nhân xô,Đắk Lắk,31033.0,28.3,24.9,34.1,1.6,1.6,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30533.0,30767.0,30767.0,30933.0,29967.0,30795.285714285714,30338.9,213.95771722911957,601.6301619135774,16.9,0.05159071367153922
2020-05-25,Cà phê Robusta nhân xô,Đắk Lắk,31667.0,26.4,23.3,31.2,8.9,8.9,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31033.0,30533.0,30533.0,30867.0,29933.0,30833.285714285714,30374.433333333334,231.0365874962137,610.3247684540785,15.6,0.0
2020-05-26,Cà phê Robusta nhân xô,Đắk Lắk,32067.0,27.1,23.4,31.8,3.5,3.5,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31667.0,31033.0,31033.0,31067.0,29933.0,30995.285714285714,30432.233333333334,351.5364913659671,648.0217473646152,20.700000000000003,0.0
2020-05-27,Cà phê Robusta nhân xô,Đắk Lắk,31867.0,26.6,23.1,31.0,2.4,2.4,12.71,108.2378,manual_fallback,12230.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,32067.0,31667.0,30867.0,31067.0,29733.0,31143.0,30503.366666666665,537.8785488689078,705.8734615199653,24.1,0.0
