ngay,ten_mat_hang,thi_truong,gia,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,lat,lon,coord_source,ron95_vung1,thang_sin,thang_cos,quy_sin,quy_cos,Lag_1_Price,Lag_2_Price,Lag_7_Price,Lag_14_Price,Lag_30_Price,MA_7_Price,MA_30_Price,Volatility_7D,Volatility_30D,Rainfall_30D_Sum,Fuel_Price_Change_7D
2022-03-21,Cà phê Robusta nhân xô,Đắk Lắk,41733.0,25.6,21.4,32.5,3.5,3.5,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41333.0,41033.0,41000.0,40563.0,40433.0,40899.71428571428,40844.03333333333,260.3630249501802,708.3904282611015,8.8,0.11144241520685805
2022-03-22,Cà phê Robusta nhân xô,Đắk Lắk,41933.0,25.5,21.2,31.8,9.4,9.4,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41733.0,41333.0,40733.0,39833.0,40633.0,41004.42857142857,40887.36666666667,411.15400891504754,722.0104347012356,12.3,0.08796123742079764
2022-03-23,Cà phê Robusta nhân xô,Đắk Lắk,41733.0,25.7,21.2,33.2,2.0,2.0,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41933.0,41733.0,40733.0,39433.0,40933.0,41175.857142857145,40930.7,515.936504029091,744.8671786261505,20.9,-0.021126760563380254
2022-03-24,Cà phê Robusta nhân xô,Đắk Lắk,41433.0,26.1,21.9,33.1,2.4,2.4,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41733.0,41933.0,40933.0,39233.0,41333.0,41318.71428571428,40957.36666666667,511.3008619470984,759.135919107732,22.9,-0.021126760563380254
2022-03-25,Cà phê Robusta nhân xô,Đắk Lắk,41033.0,26.6,21.8,33.4,1.1,1.1,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41433.0,41733.0,40533.0,39633.0,41433.0,41390.142857142855,40960.7,482.5527358293733,761.0592958012655,25.3,-0.021126760563380254
2022-03-28,Cà phê Robusta nhân xô,Đắk Lắk,41333.0,25.9,21.9,32.3,2.1,2.1,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41033.0,41433.0,41033.0,39733.0,41433.0,41461.57142857143,40947.36666666667,354.56210417013205,755.9865207406871,26.4,-0.021126760563380254
2022-03-29,Cà phê Robusta nhân xô,Đắk Lắk,41333.0,25.1,21.4,31.3,0.3,0.3,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41333.0,41033.0,41333.0,40333.0,41433.0,41504.42857142857,40944.03333333333,309.37725468034773,753.9892290163325,26.8,-0.021126760563380254
2022-03-30,Cà phê Robusta nhân xô,Đắk Lắk,41333.0,24.0,21.9,30.4,22.5,22.5,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41333.0,41333.0,41733.0,41000.0,41333.0,41504.42857142857,40940.7,309.37725468034773,751.9713471256273,26.6,-0.021126760563380254
2022-03-31,Cà phê Robusta nhân xô,Đắk Lắk,41533.0,22.2,20.6,24.5,15.5,15.5,12.71,108.2378,manual_fallback,29190.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,41333.0,41333.0,41933.0,40733.0,41733.0,41447.28571428572,40940.7,296.80841985109504,751.9713471256273,48.7,0.0
2022-04-01,Cà phê Robusta nhân xô,Đắk Lắk,41359.5,23.5,20.9,28.0,4.2,4.2,12.71,108.2378,manual_fallback,28150.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41533.0,41333.0,41733.0,40733.0,41733.0,41390.142857142855,40934.03333333333,214.91969707252176,745.5641919842949,60.400000000000006,0.0
2022-04-04,Cà phê Robusta nhân xô,Đắk Lắk,41433.0,21.6,19.3,25.0,0.2,0.2,12.71,108.2378,manual_fallback,28150.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41359.5,41533.0,41433.0,40933.0,41333.0,41336.78571428572,40921.583333333336,153.08054991139628,734.8032117913262,64.60000000000001,-0.035628639945186724
2022-04-05,Cà phê Robusta nhân xô,Đắk Lắk,41433.0,22.1,19.6,25.9,1.1,1.1,12.71,108.2378,manual_fallback,28150.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41433.0,41359.5,41033.0,40533.0,41333.0,41336.78571428572,40924.916666666664,153.08054991139628,736.9575630346848,64.8,-0.035628639945186724
2022-04-06,Cà phê Robusta nhân xô,Đắk Lắk,41233.0,23.0,20.2,28.0,0.4,0.4,12.71,108.2378,manual_fallback,28150.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41433.0,41433.0,41333.0,41033.0,41833.0,41393.92857142857,40928.25,76.06599577704988,739.0900830503999,65.9,-0.035628639945186724
2022-04-07,Cà phê Robusta nhân xô,Đắk Lắk,40833.0,22.1,18.8,27.0,0.0,0.0,12.71,108.2378,manual_fallback,28150.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41233.0,41433.0,41333.0,41333.0,41667.0,41379.642857142855,40908.25,96.15383259692976,721.6759798060086,66.2,-0.035628639945186724
2022-04-08,Cà phê Robusta nhân xô,Đắk Lắk,40633.0,21.9,17.5,27.4,0.0,0.0,12.71,108.2378,manual_fallback,28150.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40833.0,41233.0,41333.0,41733.0,40733.0,41308.21428571428,40880.45,229.63809518713447,707.361444335503,65.7,-0.035628639945186724
2022-04-11,Cà phê Robusta nhân xô,Đắk Lắk,41233.0,25.1,20.0,31.1,0.1,0.1,12.71,108.2378,manual_fallback,28150.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40633.0,40833.0,41533.0,41933.0,40933.0,41208.21428571428,40877.11666666667,341.9800015027844,708.3152143060786,65.7,-0.035628639945186724
2022-04-12,Cà phê Robusta nhân xô,Đắk Lắk,41433.0,25.0,19.9,32.3,2.2,2.2,12.71,108.2378,manual_fallback,27310.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41233.0,40633.0,41359.5,41733.0,40563.0,41165.357142857145,40887.11666666667,311.97578889461414,711.243031399267,65.80000000000001,-0.035628639945186724
2022-04-13,Cà phê Robusta nhân xô,Đắk Lắk,41133.0,26.3,20.9,32.7,1.1,1.1,12.71,108.2378,manual_fallback,27310.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41433.0,41233.0,41433.0,41433.0,39833.0,41175.857142857145,40916.11666666667,320.713490293777,715.2968962004667,68.00000000000001,-0.02984014209591479
2022-04-14,Cà phê Robusta nhân xô,Đắk Lắk,41033.0,24.7,21.5,31.8,10.7,10.7,12.71,108.2378,manual_fallback,27310.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41133.0,41433.0,41433.0,41033.0,39433.0,41133.0,40959.45,299.99999999879134,686.2040305573158,68.60000000000001,-0.02984014209591479
2022-04-15,Cà phê Robusta nhân xô,Đắk Lắk,40933.0,24.8,20.8,30.8,3.9,3.9,12.71,108.2378,manual_fallback,27310.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41033.0,41133.0,41233.0,41333.0,39233.0,41075.857142857145,41012.78333333333,269.92062325139113,622.7145757226808,79.2,-0.02984014209591479
2022-04-18,Cà phê Robusta nhân xô,Đắk Lắk,40933.0,24.1,20.6,29.3,0.2,0.2,12.71,108.2378,manual_fallback,27310.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40933.0,41033.0,40833.0,41333.0,39633.0,41033.0,41069.45,264.5751311050937,524.826183871626,83.1,-0.02984014209591479
2022-04-19,Cà phê Robusta nhân xô,Đắk Lắk,40933.0,23.8,20.5,29.1,0.2,0.2,12.71,108.2378,manual_fallback,27310.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40933.0,40933.0,40633.0,41333.0,39733.0,41047.28571428572,41112.78333333333,254.48360411072082,450.5448747869605,83.3,-0.02984014209591479
2022-04-20,Cà phê Robusta nhân xô,Đắk Lắk,40733.0,23.7,21.0,29.2,1.2,1.2,12.71,108.2378,manual_fallback,27310.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40933.0,40933.0,41233.0,41533.0,40333.0,41090.142857142855,41152.78333333333,190.23794624036606,369.867163559514,83.5,-0.02984014209591479
2022-04-21,Cà phê Robusta nhân xô,Đắk Lắk,40833.0,25.1,21.0,31.1,0.1,0.1,12.71,108.2378,manual_fallback,27990.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40733.0,40933.0,41433.0,41359.5,41000.0,41018.71428571428,41166.11666666667,219.3062655158666,345.7171378008568,84.7,-0.02984014209591479
2022-04-22,Cà phê Robusta nhân xô,Đắk Lắk,41233.0,25.8,20.9,31.9,0.2,0.2,12.71,108.2378,manual_fallback,27990.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40833.0,40733.0,41133.0,41433.0,40733.0,40933.0,41160.55,129.09944487079122,349.8044860342357,84.8,0.024899304284144996
2022-04-25,Cà phê Robusta nhân xô,Đắk Lắk,41433.0,27.3,22.1,33.8,0.8,0.8,12.71,108.2378,manual_fallback,27990.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41233.0,40833.0,41033.0,41433.0,40733.0,40947.28571428572,41177.21666666667,157.35915849160034,340.51932152924155,85.0,0.024899304284144996
2022-04-26,Cà phê Robusta nhân xô,Đắk Lắk,40433.0,26.9,23.1,33.2,2.6,2.6,12.71,108.2378,manual_fallback,27990.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,41433.0,41233.0,40933.0,41233.0,40933.0,41004.42857142857,41200.55,242.99715851610046,332.92912029339703,85.8,0.024899304284144996
2022-04-27,Cà phê Robusta nhân xô,Đắk Lắk,40433.0,28.0,23.4,34.3,0.3,0.3,12.71,108.2378,manual_fallback,27990.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40433.0,41433.0,40933.0,40833.0,40533.0,40933.0,41183.88333333333,326.5986323699881,358.33084508821173,88.30000000000001,0.024899304284144996
2022-04-28,Cà phê Robusta nhân xô,Đắk Lắk,40033.0,27.1,22.2,33.5,0.2,0.2,12.71,108.2378,manual_fallback,27990.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40433.0,40433.0,40933.0,40633.0,41033.0,40861.57142857143,41180.55,377.33400639252255,364.99750471705624,88.60000000000001,0.024899304284144996
2022-04-29,Cà phê Robusta nhân xô,Đắk Lắk,40633.0,24.2,22.0,29.8,12.0,12.0,12.71,108.2378,manual_fallback,27990.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40033.0,40433.0,40733.0,41233.0,41333.0,40733.0,41147.21666666667,486.483983976807,420.39549694540295,88.80000000000001,0.024899304284144996
2022-05-01,Cà phê Robusta nhân xô,Đắk Lắk,41370.0,24.1,21.3,28.5,5.3,5.3,12.71,108.2378,manual_fallback,27990.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,40633.0,40033.0,40833.0,41433.0,41733.0,40718.71428571428,41123.88333333333,487.95003647352826,429.06509600594444,100.5,0.024899304284144996
2022-05-02,Cà phê Robusta nhân xô,Đắk Lắk,41633.0,24.1,21.0,28.5,7.8,7.8,12.71,108.2378,manual_fallback,27990.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41370.0,40633.0,41233.0,41133.0,41933.0,40795.42857142857,41111.78333333333,547.492422212611,416.2213785005929,102.30000000000001,0.0
2022-05-03,Cà phê Robusta nhân xô,Đắk Lắk,41733.0,24.3,21.2,28.8,1.5,1.5,12.71,108.2378,manual_fallback,27990.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41633.0,41370.0,41433.0,41033.0,41733.0,40852.57142857143,41101.78333333333,617.2098122844711,399.06083028250265,100.7,0.0
2022-05-04,Cà phê Robusta nhân xô,Đắk Lắk,41833.0,24.3,21.2,28.9,4.5,4.5,12.71,108.2378,manual_fallback,28430.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41733.0,41633.0,40433.0,40933.0,41433.0,40895.42857142857,41101.78333333333,672.1963644503243,399.06083028250265,100.2,0.0
2022-05-05,Cà phê Robusta nhân xô,Đắk Lắk,42133.0,24.8,21.8,30.0,0.9,0.9,12.71,108.2378,manual_fallback,28430.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41833.0,41733.0,40433.0,40933.0,41033.0,41095.42857142857,41115.11666666667,718.3647766839881,416.7971822041842,102.3,0.01571989996427292
2022-05-06,Cà phê Robusta nhân xô,Đắk Lắk,42033.0,25.6,22.0,31.1,0.1,0.1,12.71,108.2378,manual_fallback,28430.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,42133.0,41833.0,40033.0,40933.0,41333.0,41338.28571428572,41151.78333333333,743.9952316790688,455.8768300723339,102.1,0.01571989996427292
2022-05-09,Cà phê Robusta nhân xô,Đắk Lắk,41033.0,26.2,22.2,31.6,0.7,0.7,12.71,108.2378,manual_fallback,28430.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,42033.0,42133.0,40633.0,40733.0,41333.0,41624.0,41175.11666666667,504.74448981567826,482.6027438118571,100.1,0.01571989996427292
2022-05-10,Cà phê Robusta nhân xô,Đắk Lắk,40033.0,26.3,22.0,33.4,0.6,0.6,12.71,108.2378,manual_fallback,28430.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41033.0,42033.0,41370.0,40833.0,41333.0,41681.142857142855,41165.11666666667,381.432575330293,482.3265041552185,100.5,0.01571989996427292
2022-05-11,Cà phê Robusta nhân xô,Đắk Lắk,40033.0,26.1,22.0,33.4,9.3,9.3,12.71,108.2378,manual_fallback,29980.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,40033.0,41033.0,41633.0,41233.0,41533.0,41490.142857142855,41121.78333333333,734.5228447931996,523.3742262936922,78.6,0.01571989996427292
2022-05-12,Cà phê Robusta nhân xô,Đắk Lắk,41033.0,25.9,23.3,29.9,3.2,3.2,12.71,108.2378,manual_fallback,29980.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,40033.0,40033.0,41733.0,41433.0,41359.5,41261.57142857143,41071.78333333333,910.5205209367327,553.5168701820231,72.39999999999999,0.07109682029296183
2022-05-13,Cà phê Robusta nhân xô,Đắk Lắk,40933.0,26.9,23.0,33.3,5.1,5.1,12.71,108.2378,manual_fallback,29980.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41033.0,40033.0,41833.0,40433.0,41433.0,41161.57142857143,41060.9,888.2835240208486,550.8681768601733,71.39999999999999,0.07109682029296183
2022-05-16,Cà phê Robusta nhân xô,Đắk Lắk,40733.0,24.6,21.8,30.5,12.8,12.8,12.71,108.2378,manual_fallback,29980.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,40933.0,41033.0,42133.0,40433.0,41433.0,41033.0,41044.23333333333,838.6497083601766,546.7705616872805,76.30000000000001,0.0545198733731973
2022-05-17,Cà phê Robusta nhân xô,Đắk Lắk,41633.0,24.0,21.7,29.9,8.0,8.0,12.71,108.2378,manual_fallback,29980.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,40733.0,40933.0,42033.0,40033.0,41233.0,40833.0,41020.9,685.5654600395737,544.5395619090901,88.0,0.0545198733731973
2022-05-18,Cà phê Robusta nhân xô,Đắk Lắk,41933.0,24.7,21.8,30.2,10.4,10.4,12.71,108.2378,manual_fallback,29980.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41633.0,40733.0,41033.0,40633.0,40833.0,40775.857142857145,41034.23333333333,576.9377287510447,554.7140725637282,95.60000000000001,0.0545198733731973
2022-05-19,Cà phê Robusta nhân xô,Đắk Lắk,41133.0,24.6,22.2,28.8,56.4,56.4,12.71,108.2378,manual_fallback,29980.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41933.0,41633.0,40033.0,41370.0,40633.0,40904.42857142857,41070.9,725.0615737394713,576.866586501662,106.0,0.0545198733731973
2022-05-20,Cà phê Robusta nhân xô,Đắk Lắk,41533.0,24.7,22.1,30.4,19.9,19.9,12.71,108.2378,manual_fallback,29980.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41133.0,41933.0,40033.0,41633.0,41233.0,41061.57142857143,41087.566666666666,615.6684327191828,570.9714458319385,162.4,0.0545198733731973
2022-05-23,Cà phê Robusta nhân xô,Đắk Lắk,41133.0,24.5,22.5,28.8,6.9,6.9,12.71,108.2378,manual_fallback,30650.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41533.0,41133.0,41033.0,41733.0,41433.0,41275.857142857145,41097.566666666666,431.4979445950531,576.2094736054385,182.20000000000002,0.0
2022-05-24,Cà phê Robusta nhân xô,Đắk Lắk,40933.0,26.0,22.6,30.1,0.5,0.5,12.71,108.2378,manual_fallback,30650.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41133.0,41533.0,40933.0,41833.0,41133.0,41290.142857142855,41087.566666666666,423.70250119994466,572.7803745526339,186.9,0.022348232154769887
2022-05-25,Cà phê Robusta nhân xô,Đắk Lắk,41033.0,25.6,22.8,30.5,1.7,1.7,12.71,108.2378,manual_fallback,30650.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,40933.0,41133.0,40733.0,42133.0,41033.0,41290.142857142855,41080.9,423.70250119994466,573.3969167507981,186.3,0.022348232154769887
2022-05-26,Cà phê Robusta nhân xô,Đắk Lắk,41633.0,23.4,21.5,25.4,26.8,26.8,12.71,108.2378,manual_fallback,30650.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41033.0,40933.0,41633.0,42033.0,40933.0,41333.0,41080.9,369.68455021267323,573.3969167507981,177.3,0.022348232154769887
2022-05-27,Cà phê Robusta nhân xô,Đắk Lắk,42033.0,24.2,22.3,27.6,20.1,20.1,12.71,108.2378,manual_fallback,30650.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41633.0,41033.0,41933.0,41033.0,40933.0,41333.0,41104.23333333333,369.68455021267323,581.3582006583007,200.20000000000002,0.022348232154769887
2022-05-30,Cà phê Robusta nhân xô,Đắk Lắk,41933.0,25.5,22.6,30.5,1.4,1.4,12.71,108.2378,manual_fallback,30650.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,42033.0,41633.0,41133.0,40033.0,40933.0,41347.28571428572,41140.9,397.61191895429585,604.417550922758,220.1,0.022348232154769887
2022-05-31,Cà phê Robusta nhân xô,Đắk Lắk,42033.0,26.2,22.2,30.1,13.5,13.5,12.71,108.2378,manual_fallback,30650.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,41933.0,42033.0,41533.0,40033.0,40733.0,41461.57142857143,41174.23333333333,438.6125310342054,619.9322367503713,221.3,0.022348232154769887
2022-06-01,Cà phê Robusta nhân xô,Đắk Lắk,42374.0,25.3,21.6,30.4,3.0,3.0,12.71,108.2378,manual_fallback,31570.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42033.0,41933.0,41133.0,41033.0,40833.0,41533.0,41217.566666666666,489.8979485559003,633.3170303417895,233.60000000000002,0.022348232154769887
2022-06-02,Cà phê Robusta nhân xô,Đắk Lắk,43033.0,25.0,22.0,30.0,10.3,10.3,12.71,108.2378,manual_fallback,31570.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42374.0,42033.0,40933.0,40933.0,41233.0,41710.28571428572,41268.933333333334,542.7199137319224,662.8546901329831,236.5,0.030016313213703016
2022-06-03,Cà phê Robusta nhân xô,Đắk Lắk,43033.0,24.7,21.6,30.5,6.2,6.2,12.71,108.2378,manual_fallback,31570.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,43033.0,42374.0,41033.0,40733.0,41433.0,42010.28571428572,41328.933333333334,616.8021601463375,736.828101103729,246.6,0.030016313213703016
2022-06-06,Cà phê Robusta nhân xô,Đắk Lắk,43033.0,25.6,22.5,30.3,2.5,2.5,12.71,108.2378,manual_fallback,31570.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,43033.0,43033.0,41633.0,41633.0,40433.0,42296.0,41382.26666666667,548.0416650820916,799.8326089253118,252.0,0.030016313213703016
2022-06-07,Cà phê Robusta nhân xô,Đắk Lắk,42633.0,25.5,22.1,30.6,2.4,2.4,12.71,108.2378,manual_fallback,31570.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,43033.0,43033.0,42033.0,41933.0,40433.0,42496.0,41468.933333333334,520.5282573174597,833.5779521438177,251.9,0.030016313213703016
2022-06-08,Cà phê Robusta nhân xô,Đắk Lắk,42533.0,25.6,21.5,30.5,2.5,2.5,12.71,108.2378,manual_fallback,31570.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42633.0,43033.0,41933.0,41133.0,40033.0,42581.71428571428,41542.26666666667,479.35189380508683,836.0678463376045,254.00000000000003,0.030016313213703016
2022-06-09,Cà phê Robusta nhân xô,Đắk Lắk,42533.0,26.0,21.9,32.1,7.9,7.9,12.71,108.2378,manual_fallback,31570.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42533.0,42633.0,42033.0,41533.0,40633.0,42667.42857142857,41625.6,389.18370004438543,804.4404180598751,256.3,0.030016313213703016
2022-06-10,Cà phê Robusta nhân xô,Đắk Lắk,42333.0,25.4,22.1,31.0,4.5,4.5,12.71,108.2378,manual_fallback,31570.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42533.0,42533.0,42374.0,41133.0,41370.0,42738.857142857145,41688.933333333334,285.3771940019558,798.3688946567752,252.2,0.030016313213703016
2022-06-13,Cà phê Robusta nhân xô,Đắk Lắk,42033.0,26.3,22.0,31.5,0.5,0.5,12.71,108.2378,manual_fallback,32370.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42333.0,42533.0,43033.0,40933.0,41633.0,42733.0,41721.03333333333,294.39202887638356,804.4399415380193,251.4,0.0
2022-06-14,Cà phê Robusta nhân xô,Đắk Lắk,41633.0,26.8,22.4,31.5,0.0,0.0,12.71,108.2378,manual_fallback,32370.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42033.0,42333.0,43033.0,41033.0,41733.0,42590.142857142855,41734.36666666667,359.89416433598063,806.2434167966275,244.1,0.025340513145391208
2022-06-15,Cà phê Robusta nhân xô,Đắk Lắk,41433.0,25.8,22.8,31.9,4.8,4.8,12.71,108.2378,manual_fallback,32370.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,41633.0,42033.0,43033.0,41633.0,41833.0,42390.142857142855,41731.03333333333,450.3966505830417,806.4559540040544,242.6,0.025340513145391208
2022-06-16,Cà phê Robusta nhân xô,Đắk Lắk,41433.0,25.6,21.4,30.8,9.1,9.1,12.71,108.2378,manual_fallback,32370.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,41433.0,41633.0,42633.0,42033.0,42133.0,42161.57142857143,41717.7,475.09397566540315,808.0171195703114,242.9,0.025340513145391208
2022-06-17,Cà phê Robusta nhân xô,Đắk Lắk,42633.0,25.8,22.2,32.0,5.7,5.7,12.71,108.2378,manual_fallback,32370.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,41433.0,41433.0,42533.0,41933.0,42033.0,41990.142857142855,41694.36666666667,492.80538030383855,805.7146103520724,251.1,0.025340513145391208
2022-06-20,Cà phê Robusta nhân xô,Đắk Lắk,42733.0,26.5,21.5,32.4,0.4,0.4,12.71,108.2378,manual_fallback,32370.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42633.0,41433.0,42533.0,42033.0,41033.0,42004.42857142857,41714.36666666667,512.2313465419901,821.6985135242109,256.7,0.025340513145391208
2022-06-21,Cà phê Robusta nhân xô,Đắk Lắk,42733.0,26.1,22.2,31.2,0.9,0.9,12.71,108.2378,manual_fallback,32870.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42733.0,42633.0,42333.0,42374.0,40033.0,42033.0,41771.03333333333,550.7570547279461,831.647408848934,256.40000000000003,0.025340513145391208
2022-06-22,Cà phê Robusta nhân xô,Đắk Lắk,43233.0,25.0,21.6,31.0,16.1,16.1,12.71,108.2378,manual_fallback,32870.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42733.0,42733.0,42033.0,43033.0,40033.0,42090.142857142855,41861.03333333333,605.1367417284674,781.6672051082279,256.7,0.041178333861260796
2022-06-23,Cà phê Robusta nhân xô,Đắk Lắk,43633.0,25.0,21.5,31.5,11.0,11.0,12.71,108.2378,manual_fallback,32870.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,43233.0,42733.0,41633.0,43033.0,41033.0,42261.57142857143,41967.7,740.9774753977964,740.8838686987613,263.5,0.015446400988569753
2022-06-24,Cà phê Robusta nhân xô,Đắk Lắk,43333.0,24.7,21.4,30.2,13.6,13.6,12.71,108.2378,manual_fallback,32870.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,43633.0,43233.0,41433.0,43033.0,40933.0,42547.28571428572,42054.36666666667,837.5133261195617,778.8715304342835,271.3,0.015446400988569753
2022-06-27,Cà phê Robusta nhân xô,Đắk Lắk,42933.0,26.0,21.5,31.2,1.9,1.9,12.71,108.2378,manual_fallback,32870.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,43333.0,43633.0,41433.0,42633.0,40733.0,42818.71428571428,42134.36666666667,715.1423434728632,782.9657359550761,279.8,0.015446400988569753
2022-06-28,Cà phê Robusta nhân xô,Đắk Lắk,43033.0,25.3,21.5,30.4,0.5,0.5,12.71,108.2378,manual_fallback,32870.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42933.0,43333.0,42633.0,42533.0,41633.0,43033.0,42207.7,374.16573867644814,749.4981838455178,268.9,0.015446400988569753
2022-06-29,Cà phê Robusta nhân xô,Đắk Lắk,42533.0,25.2,22.0,30.1,3.7,3.7,12.71,108.2378,manual_fallback,32870.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,43033.0,42933.0,42733.0,42533.0,41933.0,43090.142857142855,42254.36666666667,330.94381626358063,756.0374230545734,261.4,0.015446400988569753
2022-06-30,Cà phê Robusta nhân xô,Đắk Lắk,42933.0,24.7,22.5,27.6,3.6,3.6,12.71,108.2378,manual_fallback,32870.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,42533.0,43033.0,42733.0,42333.0,41133.0,43061.57142857143,42274.36666666667,372.89089429337326,755.1785577097114,254.70000000000002,0.015446400988569753
2022-07-01,Cà phê Robusta nhân xô,Đắk Lắk,42619.5,24.2,22.5,26.6,1.9,1.9,12.71,108.2378,manual_fallback,32760.0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,42933.0,42533.0,43233.0,42033.0,41533.0,43090.142857142855,42334.36666666667,350.5098327528574,732.5351578407711,201.9,0.0
