ngay,gia,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,lat,lon,ron95_vung1,is_update_day,thang,nam,thi_truong_Gia Lai,thi_truong_Kon Tum,thi_truong_Lâm Đồng,thi_truong_Đắk Lắk,thi_truong_Đắk Nông,lag_1,lag_2,rolling_mean_3,min_7d,max_7d,gia_chenh_lech
2021-03-10,32600.0,23.0,17.2,30.2,0.1,0.1,13.8079,108.1094,18080.0,0,3,2021,1,0,0,0,0,32600.0,32800.0,32600.0,32400.0,32800.0,0.0
2021-03-11,32500.0,23.0,17.2,29.8,0.5,0.5,13.8079,108.1094,18080.0,0,3,2021,1,0,0,0,0,32600.0,32600.0,32666.666666666668,32400.0,32800.0,-100.0
2021-03-12,32400.0,23.6,18.5,30.4,0.0,0.0,13.8079,108.1094,18880.0,1,3,2021,1,0,0,0,0,32500.0,32600.0,32566.666666666668,32400.0,32800.0,-100.0
2021-03-15,32300.0,23.4,16.2,32.0,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32400.0,32500.0,32500.0,32400.0,32800.0,-100.0
2021-03-16,32000.0,24.2,18.0,32.5,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32300.0,32400.0,32400.0,32300.0,32800.0,-300.0
2021-03-17,32600.0,24.2,16.2,33.0,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32000.0,32300.0,32233.333333333332,32000.0,32800.0,600.0
2021-03-18,32700.0,25.1,18.6,33.5,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32600.0,32000.0,32300.0,32000.0,32600.0,100.0
2021-03-19,32800.0,25.8,19.6,34.6,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32700.0,32600.0,32433.333333333332,32000.0,32700.0,100.0
2021-03-22,32500.0,24.0,20.0,29.5,0.1,0.1,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32800.0,32700.0,32700.0,32000.0,32800.0,-300.0
2021-03-23,32400.0,23.5,19.7,28.7,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32500.0,32800.0,32666.666666666668,32000.0,32800.0,-100.0
2021-03-24,32700.0,23.6,18.8,30.6,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32400.0,32500.0,32566.666666666668,32000.0,32800.0,300.0
2021-03-25,32800.0,24.2,18.6,31.3,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32700.0,32400.0,32533.333333333332,32000.0,32800.0,100.0
2021-03-26,32200.0,24.6,19.3,31.9,0.0,0.0,13.8079,108.1094,18880.0,0,3,2021,1,0,0,0,0,32800.0,32700.0,32633.333333333332,32400.0,32800.0,-600.0
2021-03-29,32400.0,27.7,19.9,35.5,0.0,0.0,13.8079,108.1094,19040.0,0,3,2021,1,0,0,0,0,32200.0,32800.0,32566.666666666668,32200.0,32800.0,200.0
2021-03-30,32600.0,28.0,20.8,34.8,0.0,0.0,13.8079,108.1094,19040.0,0,3,2021,1,0,0,0,0,32400.0,32200.0,32466.666666666668,32200.0,32800.0,200.0
2021-03-31,32300.0,27.8,21.7,33.0,0.9,0.9,13.8079,108.1094,19040.0,0,3,2021,1,0,0,0,0,32600.0,32400.0,32400.0,32200.0,32800.0,-300.0
2021-04-01,32100.0,27.9,23.2,33.2,1.4,1.4,13.8079,108.1094,19040.0,0,4,2021,1,0,0,0,0,32300.0,32600.0,32433.333333333332,32200.0,32800.0,-200.0
2021-04-02,32100.0,26.8,23.0,33.2,4.7,4.7,13.8079,108.1094,19040.0,0,4,2021,1,0,0,0,0,32100.0,32300.0,32333.333333333332,32100.0,32800.0,0.0
2021-04-05,32500.0,24.7,18.1,32.0,0.0,0.0,13.8079,108.1094,19040.0,0,4,2021,1,0,0,0,0,32100.0,32100.0,32166.666666666668,32100.0,32800.0,400.0
2021-04-06,32200.0,25.1,20.2,31.9,0.2,0.2,13.8079,108.1094,19040.0,0,4,2021,1,0,0,0,0,32500.0,32100.0,32233.333333333332,32100.0,32600.0,-300.0
2021-04-07,32100.0,25.0,18.5,32.4,0.1,0.1,13.8079,108.1094,19040.0,0,4,2021,1,0,0,0,0,32200.0,32500.0,32266.666666666668,32100.0,32600.0,-100.0
2021-04-08,32000.0,24.4,20.0,31.5,3.0,3.0,13.8079,108.1094,19040.0,0,4,2021,1,0,0,0,0,32100.0,32200.0,32266.666666666668,32100.0,32600.0,-100.0
2021-04-09,31900.0,25.2,18.7,32.8,0.1,0.1,13.8079,108.1094,19040.0,0,4,2021,1,0,0,0,0,32000.0,32100.0,32100.0,32000.0,32500.0,-100.0
2021-04-12,32000.0,25.2,19.7,32.3,0.5,0.5,13.8079,108.1094,18970.0,1,4,2021,1,0,0,0,0,31900.0,32000.0,32000.0,31900.0,32500.0,100.0
2021-04-13,32000.0,26.2,20.2,33.2,0.5,0.5,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32000.0,31900.0,31966.666666666668,31900.0,32500.0,0.0
2021-04-14,32100.0,26.2,21.3,32.5,0.4,0.4,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32000.0,32000.0,31966.666666666668,31900.0,32500.0,100.0
2021-04-15,32000.0,27.0,20.5,34.5,0.0,0.0,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32100.0,32000.0,32033.333333333332,31900.0,32200.0,-100.0
2021-04-16,32400.0,26.9,20.6,34.3,0.2,0.2,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32000.0,32100.0,32033.333333333332,31900.0,32100.0,400.0
2021-04-19,32500.0,24.7,20.2,30.4,7.3,7.3,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32400.0,32000.0,32166.666666666668,31900.0,32400.0,100.0
2021-04-20,32600.0,24.1,21.3,28.2,7.9,7.9,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32500.0,32400.0,32300.0,31900.0,32500.0,100.0
2021-04-21,32900.0,23.6,20.8,29.7,28.6,28.6,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32600.0,32500.0,32500.0,32000.0,32600.0,300.0
2021-04-22,32800.0,23.5,21.4,28.3,30.5,30.5,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32900.0,32600.0,32666.666666666668,32000.0,32900.0,-100.0
2021-04-23,32800.0,23.8,21.0,29.1,9.1,9.1,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32800.0,32900.0,32766.666666666668,32000.0,32900.0,0.0
2021-04-26,32900.0,25.2,21.2,30.3,1.0,1.0,13.8079,108.1094,18970.0,0,4,2021,1,0,0,0,0,32800.0,32800.0,32833.333333333336,32000.0,32900.0,100.0
2021-04-27,33200.0,24.5,20.5,29.2,0.8,0.8,13.8079,108.1094,19160.0,1,4,2021,1,0,0,0,0,32900.0,32800.0,32833.333333333336,32400.0,32900.0,300.0
2021-04-28,33400.0,24.5,20.8,29.5,0.0,0.0,13.8079,108.1094,19160.0,0,4,2021,1,0,0,0,0,33200.0,32900.0,32966.666666666664,32500.0,33200.0,200.0
2021-04-29,33400.0,24.1,19.6,29.5,0.0,0.0,13.8079,108.1094,19160.0,0,4,2021,1,0,0,0,0,33400.0,33200.0,33166.666666666664,32600.0,33400.0,0.0
2021-04-30,33100.0,24.1,19.6,28.6,2.4,2.4,13.8079,108.1094,19160.0,0,4,2021,1,0,0,0,0,33400.0,33400.0,33333.333333333336,32800.0,33400.0,-300.0
2021-05-03,33200.0,25.6,20.9,32.0,0.0,0.0,13.8079,108.1094,19160.0,0,5,2021,1,0,0,0,0,33100.0,33400.0,33300.0,32800.0,33400.0,100.0
2021-05-04,33100.0,25.7,19.5,32.5,0.0,0.0,13.8079,108.1094,19160.0,0,5,2021,1,0,0,0,0,33200.0,33100.0,33233.333333333336,32800.0,33400.0,-100.0
2021-05-05,33400.0,26.0,21.0,31.6,0.0,0.0,13.8079,108.1094,19160.0,0,5,2021,1,0,0,0,0,33100.0,33200.0,33133.333333333336,32900.0,33400.0,300.0
2021-05-06,34100.0,25.6,21.4,30.6,0.0,0.0,13.8079,108.1094,19160.0,0,5,2021,1,0,0,0,0,33400.0,33100.0,33233.333333333336,33100.0,33400.0,700.0
2021-05-07,34200.0,25.7,20.9,31.5,0.0,0.0,13.8079,108.1094,19160.0,0,5,2021,1,0,0,0,0,34100.0,33400.0,33533.333333333336,33100.0,34100.0,100.0
2021-05-10,33900.0,26.7,21.6,31.8,1.6,1.6,13.8079,108.1094,19160.0,0,5,2021,1,0,0,0,0,34200.0,34100.0,33900.0,33100.0,34200.0,-300.0
2021-05-11,33500.0,26.5,22.6,31.4,6.4,6.4,13.8079,108.1094,19160.0,0,5,2021,1,0,0,0,0,33900.0,34200.0,34066.666666666664,33100.0,34200.0,-400.0
2021-05-12,33800.0,26.4,23.0,31.4,2.5,2.5,13.8079,108.1094,19530.0,1,5,2021,1,0,0,0,0,33500.0,33900.0,33866.666666666664,33100.0,34200.0,300.0
2021-05-13,33400.0,27.0,22.2,32.8,1.5,1.5,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,33800.0,33500.0,33733.333333333336,33100.0,34200.0,-400.0
2021-05-14,33100.0,26.3,22.1,33.0,4.0,4.0,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,33400.0,33800.0,33566.666666666664,33400.0,34200.0,-300.0
2021-05-17,32300.0,26.5,22.1,32.3,2.7,2.7,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,33100.0,33400.0,33433.333333333336,33100.0,34200.0,-800.0
2021-05-18,32300.0,26.7,21.4,33.9,3.1,3.1,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,32300.0,33100.0,32933.333333333336,32300.0,34200.0,0.0
2021-05-19,33000.0,26.0,22.0,31.5,7.4,7.4,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,32300.0,32300.0,32566.666666666668,32300.0,33900.0,700.0
2021-05-20,32600.0,26.4,22.0,31.2,1.2,1.2,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,33000.0,32300.0,32533.333333333332,32300.0,33800.0,-400.0
2021-05-21,32600.0,25.8,22.9,30.6,8.5,8.5,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,32600.0,33000.0,32633.333333333332,32300.0,33800.0,0.0
2021-05-24,32700.0,23.5,21.9,25.4,30.3,30.3,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,32600.0,32600.0,32733.333333333332,32300.0,33400.0,100.0
2021-05-25,32800.0,23.9,21.8,28.1,8.2,8.2,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,32700.0,32600.0,32633.333333333332,32300.0,33100.0,100.0
2021-05-26,32900.0,23.5,21.1,27.8,10.0,10.0,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,32800.0,32700.0,32700.0,32300.0,33000.0,100.0
2021-05-27,33400.0,24.6,22.0,28.8,3.8,3.8,13.8079,108.1094,19530.0,1,5,2021,1,0,0,0,0,32900.0,32800.0,32800.0,32300.0,33000.0,500.0
2021-05-28,33700.0,25.6,22.1,29.5,0.6,0.6,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,33400.0,32900.0,33033.333333333336,32600.0,33400.0,300.0
2021-05-31,34300.0,25.9,23.4,29.5,1.0,1.0,13.8079,108.1094,19530.0,0,5,2021,1,0,0,0,0,33700.0,33400.0,33333.333333333336,32600.0,33700.0,600.0
2021-06-01,34400.0,26.3,22.9,30.5,1.6,1.6,13.8079,108.1094,19530.0,0,6,2021,1,0,0,0,0,34300.0,33700.0,33800.0,32600.0,34300.0,100.0
2021-06-02,34600.0,26.2,23.6,29.6,1.1,1.1,13.8079,108.1094,19530.0,0,6,2021,1,0,0,0,0,34400.0,34300.0,34133.333333333336,32700.0,34400.0,200.0
2021-06-03,34400.0,25.8,24.0,28.9,2.0,2.0,13.8079,108.1094,19530.0,0,6,2021,1,0,0,0,0,34600.0,34400.0,34433.333333333336,32800.0,34600.0,-200.0
2021-06-04,34700.0,26.0,23.4,30.1,3.0,3.0,13.8079,108.1094,19530.0,0,6,2021,1,0,0,0,0,34400.0,34600.0,34466.666666666664,32900.0,34600.0,300.0
2021-06-07,34700.0,23.7,22.0,26.9,11.6,11.6,13.8079,108.1094,19530.0,0,6,2021,1,0,0,0,0,34700.0,34400.0,34566.666666666664,33400.0,34700.0,0.0
2021-06-08,34700.0,23.2,21.8,26.6,13.5,13.5,13.8079,108.1094,19530.0,0,6,2021,1,0,0,0,0,34700.0,34700.0,34600.0,33700.0,34700.0,0.0
2021-06-09,34300.0,23.1,21.6,26.3,11.2,11.2,13.8079,108.1094,19530.0,0,6,2021,1,0,0,0,0,34700.0,34700.0,34700.0,34300.0,34700.0,-400.0
2021-06-10,34100.0,22.7,21.1,25.8,19.6,19.6,13.8079,108.1094,19530.0,0,6,2021,1,0,0,0,0,34300.0,34700.0,34566.666666666664,34300.0,34700.0,-200.0
2021-06-11,34100.0,23.3,21.6,26.0,4.8,4.8,13.8079,108.1094,20160.0,1,6,2021,1,0,0,0,0,34100.0,34300.0,34366.666666666664,34100.0,34700.0,0.0
2021-06-14,34200.0,24.0,21.2,27.9,8.0,8.0,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34100.0,34100.0,34166.666666666664,34100.0,34700.0,100.0
2021-06-15,33900.0,23.9,21.8,27.6,2.9,2.9,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34200.0,34100.0,34133.333333333336,34100.0,34700.0,-300.0
2021-06-16,34000.0,24.1,22.2,27.5,4.6,4.6,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,33900.0,34200.0,34066.666666666664,33900.0,34700.0,100.0
2021-06-17,34500.0,24.6,22.0,28.0,6.7,6.7,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34000.0,33900.0,34033.333333333336,33900.0,34700.0,500.0
2021-06-18,34000.0,25.2,22.1,28.8,0.3,0.3,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34500.0,34000.0,34133.333333333336,33900.0,34500.0,-500.0
2021-06-21,34500.0,24.7,22.9,28.0,4.1,4.1,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34000.0,34500.0,34166.666666666664,33900.0,34500.0,500.0
2021-06-22,34600.0,24.7,22.5,28.0,4.6,4.6,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34500.0,34000.0,34333.333333333336,33900.0,34500.0,100.0
2021-06-23,34300.0,24.6,22.4,28.6,6.2,6.2,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34600.0,34500.0,34366.666666666664,33900.0,34600.0,-300.0
2021-06-24,34700.0,24.9,22.4,28.5,2.2,2.2,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34300.0,34600.0,34466.666666666664,33900.0,34600.0,400.0
2021-06-25,35100.0,24.7,22.2,27.8,3.7,3.7,13.8079,108.1094,20160.0,0,6,2021,1,0,0,0,0,34700.0,34300.0,34533.333333333336,34000.0,34700.0,400.0
2021-06-28,35600.0,25.2,23.0,28.5,1.2,1.2,13.8079,108.1094,20910.0,0,6,2021,1,0,0,0,0,35100.0,34700.0,34700.0,34000.0,35100.0,500.0
2021-06-29,36100.0,25.6,22.2,29.1,1.2,1.2,13.8079,108.1094,20910.0,0,6,2021,1,0,0,0,0,35600.0,35100.0,35133.333333333336,34000.0,35600.0,500.0
2021-06-30,35400.0,25.1,23.0,28.3,3.6,3.6,13.8079,108.1094,20910.0,0,6,2021,1,0,0,0,0,36100.0,35600.0,35600.0,34300.0,36100.0,-700.0
2021-07-01,36000.0,25.5,22.2,29.2,4.1,4.1,13.8079,108.1094,20910.0,0,7,2021,1,0,0,0,0,35400.0,36100.0,35700.0,34300.0,36100.0,600.0
2023-06-12,64533.0,24.0,22.0,28.0,8.6,8.6,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,36000.0,35400.0,35833.333333333336,34300.0,36100.0,28533.0
2023-06-13,64133.0,23.3,21.9,25.7,9.3,9.3,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,64533.0,36000.0,45311.0,34700.0,64533.0,-400.0
2023-06-14,64467.0,24.4,22.4,27.8,5.2,5.2,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,64133.0,64533.0,54888.666666666664,35100.0,64533.0,334.0
2023-06-15,64567.0,25.0,22.5,28.9,0.7,0.7,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,64467.0,64133.0,64377.666666666664,35400.0,64533.0,100.0
2023-06-16,66367.0,24.8,22.2,29.2,5.1,5.1,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,64567.0,64467.0,64389.0,35400.0,64567.0,1800.0
2023-06-19,66133.0,25.0,21.6,29.4,3.0,3.0,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,66367.0,64567.0,65133.666666666664,35400.0,66367.0,-234.0
2023-06-20,66633.0,25.3,22.2,29.7,8.1,8.1,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,66133.0,66367.0,65689.0,36000.0,66367.0,500.0
2023-06-21,66233.0,25.1,22.1,29.3,4.3,4.3,13.8079,108.1094,22010.0,1,6,2023,1,0,0,0,0,66633.0,66133.0,66377.66666666667,64133.0,66633.0,-400.0
2023-06-22,65633.0,25.0,21.9,29.1,3.1,3.1,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,66233.0,66633.0,66333.0,64133.0,66633.0,-600.0
2023-06-23,65933.0,25.1,21.8,30.9,8.4,8.4,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,65633.0,66233.0,66166.33333333333,64467.0,66633.0,300.0
2023-06-26,65633.0,24.4,21.0,28.9,5.0,5.0,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,65933.0,65633.0,65933.0,64567.0,66633.0,-300.0
2023-06-27,66033.0,24.4,20.8,29.8,17.6,17.6,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,65633.0,65933.0,65733.0,65633.0,66633.0,400.0
2023-06-28,66333.0,24.9,20.6,30.4,9.1,9.1,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,66033.0,65633.0,65866.33333333333,65633.0,66633.0,300.0
2023-06-29,65633.0,24.5,20.9,28.3,13.2,13.2,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,66333.0,66033.0,65999.66666666667,65633.0,66633.0,-700.0
2023-06-30,65133.0,24.4,22.3,28.2,11.6,11.6,13.8079,108.1094,22010.0,0,6,2023,1,0,0,0,0,65633.0,66333.0,65999.66666666667,65633.0,66333.0,-500.0
2023-07-03,64333.0,25.2,22.0,29.5,0.0,0.0,13.8079,108.1094,21420.0,1,7,2023,1,0,0,0,0,65133.0,65633.0,65699.66666666667,65133.0,66333.0,-800.0
2023-07-04,64933.0,24.7,21.8,28.8,4.0,4.0,13.8079,108.1094,21420.0,0,7,2023,1,0,0,0,0,64333.0,65133.0,65033.0,64333.0,66333.0,600.0
2023-07-05,64833.0,24.8,20.9,30.4,13.3,13.3,13.8079,108.1094,21420.0,0,7,2023,1,0,0,0,0,64933.0,64333.0,64799.666666666664,64333.0,66333.0,-100.0
2023-07-06,64633.0,25.0,20.9,30.2,3.0,3.0,13.8079,108.1094,21420.0,0,7,2023,1,0,0,0,0,64833.0,64933.0,64699.666666666664,64333.0,66333.0,-200.0
2023-07-07,64533.0,24.8,21.0,29.5,4.0,4.0,13.8079,108.1094,21420.0,0,7,2023,1,0,0,0,0,64633.0,64833.0,64799.666666666664,64333.0,66333.0,-100.0
2023-07-10,66333.0,25.4,21.2,30.2,0.6,0.6,13.8079,108.1094,21420.0,0,7,2023,1,0,0,0,0,64533.0,64633.0,64666.333333333336,64333.0,65633.0,1800.0
2023-07-11,65733.0,25.5,21.8,30.6,3.8,3.8,13.8079,108.1094,21490.0,1,7,2023,1,0,0,0,0,66333.0,64533.0,65166.333333333336,64333.0,66333.0,-600.0
2023-07-12,65633.0,24.8,21.4,29.4,10.3,10.3,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,65733.0,66333.0,65533.0,64333.0,66333.0,-100.0
2023-07-13,65033.0,24.6,21.6,30.3,21.1,21.1,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,65633.0,65733.0,65899.66666666667,64533.0,66333.0,-600.0
2023-07-14,64833.0,25.0,21.8,28.4,6.4,6.4,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,65033.0,65633.0,65466.333333333336,64533.0,66333.0,-200.0
2023-07-17,65133.0,22.8,21.0,26.4,6.4,6.4,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,64833.0,65033.0,65166.333333333336,64533.0,66333.0,300.0
2023-07-18,65333.0,23.5,21.3,28.0,13.9,13.9,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,65133.0,64833.0,64999.666666666664,64533.0,66333.0,200.0
2023-07-19,65133.0,24.4,21.9,28.1,7.5,7.5,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,65333.0,65133.0,65099.666666666664,64833.0,66333.0,-200.0
2023-07-20,66433.0,24.3,21.9,28.6,18.0,18.0,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,65133.0,65333.0,65199.666666666664,64833.0,65733.0,1300.0
2023-07-21,65233.0,24.2,21.0,29.1,8.2,8.2,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,66433.0,65133.0,65633.0,64833.0,66433.0,-1200.0
2023-07-24,66433.0,23.2,21.3,26.7,23.8,23.8,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,65233.0,66433.0,65599.66666666667,64833.0,66433.0,1200.0
2023-07-25,67233.0,23.5,21.2,27.1,21.2,21.2,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,66433.0,65233.0,66033.0,64833.0,66433.0,800.0
2023-07-26,66733.0,23.6,21.4,27.4,24.1,24.1,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,67233.0,66433.0,66299.66666666667,65133.0,67233.0,-500.0
2023-07-27,67033.0,24.0,22.0,28.5,3.4,3.4,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,66733.0,67233.0,66799.66666666667,65133.0,67233.0,300.0
2023-07-28,67433.0,23.9,21.4,27.9,5.9,5.9,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,67033.0,66733.0,66999.66666666667,65133.0,67233.0,400.0
2023-07-31,67433.0,23.0,21.4,24.9,8.2,8.2,13.8079,108.1094,21490.0,0,7,2023,1,0,0,0,0,67433.0,67033.0,67066.33333333333,65233.0,67433.0,0.0
2023-08-01,66733.0,23.2,21.6,26.2,1.7,1.7,13.8079,108.1094,23960.0,1,8,2023,1,0,0,0,0,67433.0,67433.0,67299.66666666667,65233.0,67433.0,-700.0
2023-08-02,67333.0,22.5,21.4,25.1,16.1,16.1,13.8079,108.1094,23960.0,0,8,2023,1,0,0,0,0,66733.0,67433.0,67199.66666666667,66433.0,67433.0,600.0
2023-08-03,66933.0,23.3,21.5,27.0,5.1,5.1,13.8079,108.1094,23960.0,0,8,2023,1,0,0,0,0,67333.0,66733.0,67166.33333333333,66733.0,67433.0,-400.0
2023-08-04,66333.0,23.6,21.2,27.1,7.5,7.5,13.8079,108.1094,23960.0,0,8,2023,1,0,0,0,0,66933.0,67333.0,66999.66666666667,66733.0,67433.0,-600.0
2023-08-07,66333.0,24.6,21.6,28.3,2.6,2.6,13.8079,108.1094,23960.0,0,8,2023,1,0,0,0,0,66333.0,66933.0,66866.33333333333,66333.0,67433.0,0.0
2023-08-08,67333.0,24.8,22.0,28.6,2.3,2.3,13.8079,108.1094,23960.0,0,8,2023,1,0,0,0,0,66333.0,66333.0,66533.0,66333.0,67433.0,1000.0
2023-08-09,67333.0,25.2,22.3,29.1,0.6,0.6,13.8079,108.1094,23960.0,0,8,2023,1,0,0,0,0,67333.0,66333.0,66666.33333333333,66333.0,67433.0,0.0
2023-08-10,67133.0,25.8,22.4,29.6,0.5,0.5,13.8079,108.1094,23960.0,0,8,2023,1,0,0,0,0,67333.0,67333.0,66999.66666666667,66333.0,67333.0,-200.0
2023-08-11,66933.0,25.3,23.0,28.8,2.9,2.9,13.8079,108.1094,23990.0,1,8,2023,1,0,0,0,0,67133.0,67333.0,67266.33333333333,66333.0,67333.0,-200.0
2023-08-14,66633.0,24.9,22.4,28.9,2.2,2.2,13.8079,108.1094,23990.0,0,8,2023,1,0,0,0,0,66933.0,67133.0,67133.0,66333.0,67333.0,-300.0
2023-08-15,65133.0,24.4,22.0,29.2,7.3,7.3,13.8079,108.1094,23990.0,0,8,2023,1,0,0,0,0,66633.0,66933.0,66899.66666666667,66333.0,67333.0,-1500.0
2023-08-16,65133.0,24.8,21.8,29.3,10.0,10.0,13.8079,108.1094,23990.0,0,8,2023,1,0,0,0,0,65133.0,66633.0,66233.0,65133.0,67333.0,0.0
2023-08-17,64033.0,24.4,21.4,29.3,13.1,13.1,13.8079,108.1094,23990.0,0,8,2023,1,0,0,0,0,65133.0,65133.0,65633.0,65133.0,67333.0,-1100.0
2023-08-18,64233.0,24.3,21.1,29.3,3.4,3.4,13.8079,108.1094,23990.0,0,8,2023,1,0,0,0,0,64033.0,65133.0,64766.333333333336,64033.0,67333.0,200.0
2023-08-21,63633.0,24.4,22.0,28.4,4.0,4.0,13.8079,108.1094,24600.0,1,8,2023,1,0,0,0,0,64233.0,64033.0,64466.333333333336,64033.0,67133.0,-600.0
2023-08-22,63733.0,24.5,21.4,28.5,3.7,3.7,13.8079,108.1094,24600.0,0,8,2023,1,0,0,0,0,63633.0,64233.0,63966.333333333336,63633.0,66933.0,100.0
2023-08-23,64133.0,24.5,21.2,29.0,3.6,3.6,13.8079,108.1094,24600.0,0,8,2023,1,0,0,0,0,63733.0,63633.0,63866.333333333336,63633.0,66633.0,400.0
2023-08-24,64433.0,24.5,21.2,28.5,2.6,2.6,13.8079,108.1094,24600.0,0,8,2023,1,0,0,0,0,64133.0,63733.0,63833.0,63633.0,65133.0,300.0
2023-08-25,64533.0,25.3,21.4,29.5,0.8,0.8,13.8079,108.1094,24600.0,0,8,2023,1,0,0,0,0,64433.0,64133.0,64099.666666666664,63633.0,65133.0,100.0
2023-08-28,65033.0,24.6,22.0,28.7,0.4,0.4,13.8079,108.1094,24600.0,0,8,2023,1,0,0,0,0,64533.0,64433.0,64366.333333333336,63633.0,64533.0,500.0
2023-08-29,65233.0,23.9,21.5,27.0,7.8,7.8,13.8079,108.1094,24600.0,0,8,2023,1,0,0,0,0,65033.0,64533.0,64666.333333333336,63633.0,65033.0,200.0
2023-08-30,65333.0,23.9,21.8,27.0,6.3,6.3,13.8079,108.1094,24600.0,0,8,2023,1,0,0,0,0,65233.0,65033.0,64933.0,63633.0,65233.0,100.0
2023-08-31,66133.0,23.3,21.9,26.2,8.1,8.1,13.8079,108.1094,24600.0,0,8,2023,1,0,0,0,0,65333.0,65233.0,65199.666666666664,63733.0,65333.0,800.0
2023-09-01,66133.0,23.4,21.9,26.3,17.3,17.3,13.8079,108.1094,24600.0,0,9,2023,1,0,0,0,0,66133.0,65333.0,65566.33333333333,64133.0,66133.0,0.0
2023-09-04,65933.0,24.2,21.8,28.8,23.3,23.3,13.8079,108.1094,24600.0,0,9,2023,1,0,0,0,0,66133.0,66133.0,65866.33333333333,64433.0,66133.0,-200.0
2023-09-05,66033.0,24.0,21.8,28.6,30.9,30.9,13.8079,108.1094,24870.0,1,9,2023,1,0,0,0,0,65933.0,66133.0,66066.33333333333,64533.0,66133.0,100.0
