ngay,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,thi_truong,lat,lon,coord_source
2020-01-01,22.0,19.4,26.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-02,22.2,19.0,27.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-03,21.7,17.9,27.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-04,20.8,17.4,26.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-05,20.1,16.0,26.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-06,21.2,15.0,28.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-07,22.0,17.3,27.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-08,22.3,18.4,27.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-09,22.1,17.5,28.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-10,21.7,16.1,29.5,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-11,21.9,16.5,28.5,1.4,1.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-12,21.7,16.8,27.9,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-13,20.1,15.2,26.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-14,19.2,13.4,25.9,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-15,20.1,13.4,27.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-16,21.2,16.0,28.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-17,21.5,16.4,28.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-18,20.6,14.9,27.5,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-19,20.1,15.2,27.1,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-20,19.8,14.7,26.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-21,20.2,14.1,28.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-22,20.9,13.6,29.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-23,21.6,16.1,29.5,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-24,21.7,16.2,29.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-25,22.5,17.1,29.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-26,22.8,18.2,29.2,0.8,0.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-27,22.0,17.0,28.1,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-28,22.2,16.9,28.5,0.9,0.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-29,21.3,16.5,26.5,2.2,2.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-30,19.8,15.8,25.8,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-01-31,18.9,13.5,25.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-01,18.8,14.4,25.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-02,19.2,12.5,27.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-03,19.9,13.3,27.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-04,20.5,15.1,28.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-05,19.9,13.9,27.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-06,19.8,11.9,28.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-07,21.1,12.0,30.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-08,21.7,15.7,29.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-09,21.3,18.0,26.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-10,21.0,17.7,26.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-11,22.2,16.6,28.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-12,23.4,18.0,29.9,0.5,0.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-13,24.7,19.0,31.0,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-14,25.3,19.4,31.9,0.6,0.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-15,26.5,19.1,33.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-16,26.0,20.8,33.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-17,22.8,19.0,28.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-18,21.2,17.4,27.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-19,21.0,16.2,27.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-20,20.7,15.5,27.5,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-21,21.2,17.1,27.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-22,21.1,16.8,27.9,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-23,20.9,16.0,27.9,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-24,20.7,14.3,28.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-25,22.0,15.6,30.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-26,22.6,17.0,30.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-27,22.4,16.1,29.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-28,22.8,15.9,30.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-02-29,23.1,16.9,31.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-01,24.0,17.5,32.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-02,23.7,18.5,31.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-03,23.7,18.5,31.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-04,23.9,18.1,31.9,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-05,23.6,18.4,30.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-06,24.5,18.1,32.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-07,26.1,19.1,33.7,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-08,27.5,21.1,33.9,0.4,0.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-09,27.5,22.3,33.2,0.9,0.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-10,28.6,23.0,35.2,0.3,0.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-11,26.0,21.4,31.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-12,25.8,19.1,34.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-13,26.9,19.2,35.5,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-14,25.4,19.4,33.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-15,24.4,18.8,31.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-16,24.7,19.6,32.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-17,24.8,19.8,32.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-18,24.9,17.1,33.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-19,25.9,20.1,33.3,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-20,25.6,20.5,33.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-21,25.2,18.3,32.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-22,25.4,18.5,33.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-23,25.6,19.1,33.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-24,25.3,20.0,32.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-25,25.4,20.4,32.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-26,25.9,20.0,33.3,0.4,0.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-27,26.3,19.4,33.3,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-28,26.8,20.7,32.8,0.8,0.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-29,27.0,21.8,34.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-30,26.7,19.9,32.8,1.1,1.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-03-31,28.0,22.5,33.8,0.6,0.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-01,26.9,20.8,35.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-02,25.8,19.8,33.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-03,26.2,20.5,34.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-04,26.1,20.9,33.5,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-05,26.0,20.4,33.5,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-06,25.5,19.2,33.3,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-07,24.4,21.0,29.0,6.5,6.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-08,25.2,20.9,32.1,2.8,2.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-09,25.0,21.0,31.0,1.3,1.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-10,24.6,19.5,31.9,1.1,1.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-11,25.8,20.5,33.7,3.6,3.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-12,25.7,21.3,32.5,0.7,0.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-13,23.7,20.0,28.0,1.2,1.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-14,23.4,19.2,29.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-15,23.8,19.0,31.0,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-16,25.0,18.8,33.0,0.2,0.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-17,25.8,20.4,32.8,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-18,26.4,20.9,34.0,0.7,0.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-19,27.0,21.0,34.6,1.0,1.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-20,28.2,22.4,35.8,0.1,0.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-21,27.7,20.2,36.3,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-22,27.5,20.0,35.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-23,26.7,21.0,33.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-24,26.0,21.9,31.4,0.4,0.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-25,25.4,20.8,31.2,0.9,0.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-26,25.2,20.7,31.5,0.3,0.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-27,25.1,20.8,31.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-28,24.7,19.0,31.4,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-29,25.1,19.4,32.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-04-30,25.9,19.6,33.2,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-01,26.5,20.4,34.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-02,27.3,21.2,34.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-03,28.1,20.5,35.3,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-04,28.8,21.7,36.0,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-05,28.6,23.5,35.0,1.1,1.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-06,29.6,23.0,36.7,0.4,0.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-07,29.8,24.4,35.8,0.4,0.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-08,30.2,25.1,35.5,0.3,0.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-09,29.3,24.4,34.7,2.2,2.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-10,30.5,24.6,37.5,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-11,29.4,21.8,36.6,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-12,28.8,23.5,35.8,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-13,27.9,21.9,35.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-14,27.9,21.8,34.7,0.0,0.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-15,28.5,22.1,36.0,0.2,0.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-16,27.1,23.5,32.2,4.2,4.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-17,26.3,23.5,29.8,6.7,6.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-18,27.1,23.1,32.3,1.7,1.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-19,26.6,22.8,31.1,3.0,3.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-20,26.6,22.9,32.0,6.4,6.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-21,26.3,23.0,29.8,0.7,0.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-22,27.4,24.4,32.8,1.6,1.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-23,25.8,23.2,30.7,15.8,15.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-24,26.9,22.7,32.2,2.6,2.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-25,25.6,22.8,30.5,7.5,7.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-26,26.2,23.0,31.1,0.7,0.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-27,25.6,22.0,30.8,13.7,13.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-28,25.0,21.9,30.2,16.8,16.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-29,25.4,22.0,30.4,14.7,14.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-30,25.4,22.0,30.1,5.0,5.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-05-31,25.4,21.9,31.2,11.5,11.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-01,25.5,22.1,30.5,3.5,3.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-02,25.3,21.4,30.3,4.2,4.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-03,25.6,21.9,30.5,3.4,3.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-04,24.9,22.0,28.9,6.9,6.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-05,26.0,22.2,30.2,0.5,0.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-06,25.2,22.5,29.5,4.0,4.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-07,25.6,22.8,29.5,1.9,1.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-08,25.9,22.6,29.9,0.7,0.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-09,26.3,22.6,30.6,3.5,3.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-10,24.8,21.7,30.0,22.6,22.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-11,24.7,21.5,29.1,11.0,11.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-12,25.0,22.1,30.0,5.8,5.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-13,25.1,21.5,29.0,3.0,3.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-14,24.6,22.6,28.8,14.9,14.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-15,23.9,21.8,26.8,7.1,7.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-16,24.6,21.5,28.2,2.2,2.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-17,23.6,21.5,26.4,6.8,6.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-18,25.0,21.8,29.0,0.7,0.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-19,25.6,22.1,28.9,3.3,3.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-20,25.3,21.8,30.5,6.3,6.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-21,25.1,21.7,29.9,6.3,6.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-22,25.7,21.8,30.1,1.2,1.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-23,26.0,22.5,29.7,2.8,2.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-24,26.3,22.7,30.6,3.9,3.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-25,25.4,22.2,29.1,7.3,7.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-26,24.9,21.5,30.1,3.5,3.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-27,24.8,22.1,28.2,1.6,1.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-28,24.1,21.6,28.1,8.0,8.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-29,22.8,21.6,25.8,9.5,9.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-06-30,22.9,21.4,25.4,4.3,4.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-01,22.5,20.9,24.9,10.4,10.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-02,23.2,21.5,26.7,14.1,14.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-03,23.2,21.9,25.9,15.8,15.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-04,23.9,21.3,27.5,3.8,3.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-05,24.8,21.3,29.5,8.3,8.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-06,24.6,21.2,29.1,10.6,10.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-07,25.6,20.9,30.1,0.5,0.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-08,25.5,22.0,30.1,1.9,1.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-09,25.6,22.3,30.3,3.6,3.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-10,25.6,22.5,29.6,5.0,5.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-11,25.8,22.4,30.4,4.6,4.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-12,25.2,22.2,29.5,2.6,2.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-13,24.8,21.4,29.6,8.1,8.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-14,24.3,21.5,28.9,8.2,8.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-15,24.6,20.9,29.4,2.6,2.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-16,25.0,21.0,29.5,11.2,11.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-17,25.7,21.5,30.0,1.0,1.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-18,24.9,21.7,29.5,8.2,8.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-19,25.4,21.3,30.2,3.2,3.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-20,24.9,21.5,29.4,4.8,4.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-21,24.4,20.5,29.3,2.1,2.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-22,25.1,20.6,29.9,1.1,1.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-23,24.3,21.3,28.6,25.9,25.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-24,23.9,20.9,27.5,9.8,9.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-25,25.3,21.9,29.5,3.6,3.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-26,24.6,21.1,28.5,1.9,1.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-27,24.7,21.5,29.4,9.1,9.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-28,25.0,21.6,29.0,8.0,8.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-29,24.8,22.0,29.8,13.9,13.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-30,24.4,21.6,28.8,20.4,20.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-07-31,22.7,21.5,24.5,19.9,19.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-01,22.2,21.5,24.2,41.3,41.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-02,23.1,21.6,26.5,24.0,24.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-03,23.4,21.6,26.8,8.9,8.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-04,23.8,22.2,27.0,4.7,4.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-05,24.4,22.5,27.5,10.8,10.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-06,24.1,22.1,28.2,17.8,17.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-07,23.9,21.2,27.9,2.6,2.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-08,23.6,21.5,27.4,5.4,5.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-09,23.3,22.0,26.1,8.5,8.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-10,23.6,21.5,26.9,9.5,9.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-11,24.1,22.1,27.2,6.1,6.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-12,23.5,21.6,27.0,11.4,11.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-13,23.2,21.0,25.9,12.9,12.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-14,23.8,21.5,26.9,9.6,9.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-15,24.1,21.4,28.4,3.3,3.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-16,24.5,20.0,28.8,0.4,0.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-17,24.3,20.5,28.5,1.7,1.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-18,24.1,21.1,28.1,5.8,5.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-19,23.3,21.1,27.1,13.4,13.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-20,22.6,21.5,24.3,6.6,6.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-21,23.8,21.3,27.0,0.3,0.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-22,24.5,21.0,28.6,1.1,1.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-23,24.2,21.5,28.1,4.3,4.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-24,24.6,22.0,28.2,1.0,1.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-25,26.0,23.0,29.6,0.8,0.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-26,26.0,22.8,29.2,0.5,0.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-27,24.6,22.9,27.0,3.1,3.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-28,24.0,22.0,26.6,4.5,4.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-29,24.6,21.7,28.4,6.6,6.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-30,24.8,21.6,29.1,6.2,6.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-08-31,24.7,20.8,29.2,4.3,4.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-01,24.1,21.3,27.8,11.3,11.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-02,24.1,20.9,29.0,90.3,90.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-03,24.7,21.9,29.4,30.2,30.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-04,25.0,21.6,29.5,5.4,5.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-05,24.8,21.5,29.5,10.1,10.1,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-06,24.6,21.8,27.9,0.8,0.8,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-07,24.9,22.5,28.8,5.0,5.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-08,25.2,21.2,30.1,2.0,2.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-09,24.3,21.0,28.8,9.9,9.9,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-10,24.3,20.4,29.2,5.6,5.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-11,24.3,20.9,28.6,7.7,7.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-12,24.2,20.5,29.5,5.6,5.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-13,24.4,20.4,29.0,0.7,0.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-14,24.0,20.5,28.8,5.0,5.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-15,24.8,21.0,29.2,1.3,1.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-16,24.3,22.1,27.4,5.7,5.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-17,23.0,22.0,24.7,7.6,7.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-18,22.0,21.1,23.0,60.5,60.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-19,22.6,21.2,25.7,23.5,23.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-20,23.4,21.0,27.5,9.0,9.0,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-21,23.9,20.5,29.1,10.5,10.5,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-22,24.1,20.5,29.2,2.2,2.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-23,24.6,20.4,29.6,1.4,1.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-24,24.1,20.3,28.0,6.4,6.4,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-25,24.1,21.1,28.3,9.2,9.2,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-26,23.5,21.2,26.4,15.7,15.7,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-27,23.4,20.7,26.1,1.6,1.6,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-28,24.3,21.4,28.3,3.3,3.3,Gia Lai,13.8079,108.1094,manual_fallback
2020-09-29,23.3,21.5,26.0,1.3,1.3,Gia Lai,13.8079,108.1094,manual_fallback
